month,day_of_week,op_unique_carrier,origin,dest,crs_dep_time,distance,dep_time_bin,carrier_origin
11,7,0.12632594,0.100238663,0.092682928,800,102,0.107609327,0.105386417
11,6,0.253760206,0.262749446,0.169817927,1500,1235,0.209605296,0.326890756
7,5,0.188744508,0.21881582,0.207186974,1135,1605,0.209605296,0.221264368
12,2,0.193371815,0.229000884,0.182578397,810,612,0.107609327,0.253776435
2,4,0.253760206,0.22991128,0.219546742,1653,678,0.209605296,0.27027027
3,1,0.179017013,0.262749446,0.171980884,1959,551,0.307938035,0.170087977
8,1,0.253760206,0.176470588,0.224489796,600,440,0.107609327,0.174145
5,3,0.164141953,0.195227766,0.174674958,614,1008,0.107609327,0.181824286
11,3,0.193371815,0.173010381,0.224489796,855,1068,0.107609327,0.175090253
5,7,0.164141953,0.175956284,0.185520362,1520,615,0.209605296,0.185406699
6,5,0.187981127,0.22991128,0.170542636,1428,577,0.209605296,0.236220472
8,2,0.227520436,0.195227766,0.231961045,1339,1372,0.209605296,0.223776108
5,4,0.164141953,0.201082753,0.199887704,1540,2248,0.209605296,0.139013453
8,7,0.179017013,0.160886868,0.21432142,1553,257,0.209605296,0.169491525
8,5,0.164141953,0.197459584,0.16384535,1129,356,0.107609327,0.113924136
1,6,0.179017013,0.152390779,0.144570707,610,150,0.107609327,0.152390779
5,3,0.253760206,0.170843776,0.224489796,645,1096,0.107609327,0.172995781
11,1,0.193371815,0.234011628,0.219047619,1340,1182,0.209605296,0.247524752
5,4,0.156283375,0.160886868,0.194610778,1520,604,0.209605296,0.12503666
3,7,0.193371815,0.218421053,0.181655481,1450,725,0.209605296,0.217307692
8,5,0.193371815,0.115591398,0.103960397,735,84,0.107609327,0.046319203
2,1,0.188744508,0.207460399,0.193975904,1305,1635,0.209605296,0.171232877
3,2,0.193371815,0.151915456,0.202672606,1420,358,0.209605296,0.153658537
7,1,0.188744508,0.16878865,0.198044623,700,1744,0.107609327,0.150793651
12,6,0.188744508,0.189175258,0.193975904,600,1208,0.107609327,0.166981376
10,3,0.188744508,0.22991128,0.194444444,1824,760,0.307938035,0.222398729
9,7,0.179017013,0.179231863,0.232015708,1245,120,0.209605296,0.191255622
4,4,0.193371815,0.169960474,0.219789132,1020,528,0.107609327,0.145038973
2,7,0.193371815,0.195102041,0.185483871,2040,528,0.307938035,0.178907721
3,7,0.253760206,0.114982578,0.198044623,600,1437,0.107609327,0.155586829
7,6,0.213325183,0.146446676,0.15864856,1447,1599,0.209605296,0.146446676
9,5,0.156283375,0.151515152,0.181655481,802,585,0.107609327,0.158427941
8,7,0.265797392,0.262749446,0.16384535,545,731,0.107609327,0.265305918
12,2,0.253760206,0.22991128,0.231961045,709,802,0.107609327,0.27027027
11,5,0.253760206,0.189175258,0.234,1700,399,0.307938035,0.226600985
3,1,0.253760206,0.242937846,0.214473684,1105,640,0.107609327,0.219041861
2,6,0.187981127,0.286063216,0.198044623,1258,1009,0.209605296,0.302599265
12,6,0.193371815,0.244406196,0.144570707,1615,1931,0.307938035,0.23816568
8,6,0.213267204,0.150794834,0.214473684,1925,761,0.307938035,0.232972232
6,3,0.164141953,0.209865859,0.220913108,1535,1050,0.209605296,0.157894737
7,1,0.253760206,0.244406196,0.198044623,1841,1005,0.307938035,0.261744966
1,4,0.187981127,0.262749446,0.183679456,1040,968,0.107609327,0.173913043
12,1,0.193371815,0.198960499,0.242339833,1700,406,0.209605296,0.209302326
5,3,0.188744508,0.225241546,0.248186946,1210,966,0.209605296,0.221674877
7,5,0.164141953,0.198960499,0.172413793,1616,1199,0.307938035,0.188465175
4,5,0.193371815,0.201082753,0.150485437,2055,226,0.307938035,0.223931624
6,7,0.253760206,0.266837716,0.211971026,1000,2174,0.107609327,0.313309776
8,5,0.253760206,0.262749446,0.193975904,2056,224,0.307938035,0.326890756
6,3,0.227520436,0.195227766,0.248186946,1640,1065,0.107609327,0.223776108
10,2,0.253760206,0.18494152,0.169817927,1812,370,0.307938035,0.232858991
5,2,0.179017013,0.16878865,0.144570707,1601,590,0.209605296,0.137992832
9,2,0.164141953,0.198960499,0.199870283,1755,352,0.307938035,0.188465175
7,3,0.193371815,0.132275132,0.194915254,610,1489,0.107609327,0.137130802
11,6,0.193371815,0.266837716,0.219047619,1400,1109,0.209605296,0.256234825
7,2,0.179017013,0.15864856,0.181617647,1915,351,0.307938035,0.16982111
2,4,0.164141953,0.229000884,0.234,1150,1185,0.107609327,0.203045685
3,3,0.188744508,0.207460399,0.200752823,1653,550,0.209605296,0.171232877
4,2,0.257645701,0.244406196,0.181655481,1449,950,0.209605296,0.265873016
4,2,0.179017013,0.102065633,0.144570707,530,463,0.107609327,0.110758852
6,2,0.156283375,0.179271709,0.171803653,1300,667,0.209605296,0.106346823
5,5,0.179017013,0.191876751,0.198044623,745,409,0.107609327,0.228368759
1,6,0.257645701,0.263761468,0.21021021,636,1166,0.107609327,0.293233083
7,4,0.213267204,0.26082578,0.253222894,1800,413,0.307938035,0.229299363
8,6,0.164141953,0.160886868,0.172954642,1841,1399,0.307938035,0.145833333
9,2,0.179017013,0.235917136,0.169817927,1451,784,0.209605296,0.234238363
4,4,0.253760206,0.201082753,0.214473684,1059,1916,0.107609327,0.174603176
4,6,0.137856629,0.151515152,0.234,1510,752,0.209605296,0.076178124
3,1,0.164141953,0.160886868,0.209251101,1357,980,0.209605296,0.145833333
7,6,0.179017013,0.114982578,0.169817927,700,451,0.107609327,0.100845225
11,4,0.265797392,0.18537415,0.186138614,1350,1025,0.209605296,0.287179708
4,5,0.253760206,0.22991128,0.248186946,829,1182,0.107609327,0.27027027
7,6,0.156283375,0.176470588,0.199887704,700,718,0.107609327,0.214281218
10,4,0.156283375,0.163814181,0.181655481,1700,738,0.209605296,0.148596839
3,7,0.188744508,0.21881582,0.181617647,1940,602,0.307938035,0.221264368
5,6,0.137856629,0.206087824,0.198044623,1000,867,0.107609327,0.142857143
12,6,0.187981127,0.277203769,0.231961045,1656,968,0.307938035,0.243136435
11,1,0.265797392,0.22991128,0.172413793,1800,888,0.307938035,0.308210092
9,2,0.137856629,0.170843776,0.159246575,1135,479,0.107609327,0.127659574
11,7,0.227520436,0.201082753,0.150485437,1456,226,0.209605296,0.18128655
1,2,0.179017013,0.160886868,0.160042743,909,144,0.107609327,0.169491525
1,1,0.253760206,0.18494152,0.198044623,1122,1440,0.107609327,0.232858991
4,3,0.179017013,0.22991128,0.255559158,1435,343,0.209605296,0.233243968
9,5,0.193371815,0.132275132,0.211971026,1735,407,0.307938035,0.137130802
4,2,0.227520436,0.263761468,0.234627832,2215,1145,0.307938035,0.276056338
8,4,0.164141953,0.198960499,0.217485863,1925,404,0.307938035,0.188465175
3,1,0.164141953,0.198960499,0.198044623,2235,606,0.307938035,0.188465175
7,7,0.137856629,0.170843776,0.194444445,1732,1085,0.307938035,0.127659574
12,7,0.253760206,0.26082578,0.219789132,1500,1032,0.209605296,0.277970012
3,1,0.253760206,0.262749446,0.202672606,1015,1231,0.107609327,0.326890756
6,6,0.188744508,0.21881582,0.235294117,1755,589,0.307938035,0.221264368
2,5,0.193371815,0.176470588,0.176846591,835,549,0.107609327,0.195090427
5,3,0.164141953,0.234011628,0.174674958,1152,1532,0.107609327,0.133803141
8,5,0.188744508,0.225241546,0.234627832,1810,191,0.307938035,0.221674877
3,5,0.227520436,0.266837716,0.182578397,1654,806,0.307938035,0.210481234
1,6,0.257645701,0.227544898,0.240449438,1025,1056,0.107609327,0.272479039
6,2,0.193371815,0.161234991,0.219047619,630,247,0.107609327,0.144104804
5,1,0.213267204,0.26082578,0.228859528,1457,534,0.209605296,0.229299363
7,5,0.227520436,0.098037261,0.217485863,600,852,0.107609327,0.098037261
10,6,0.179017013,0.167251495,0.174674958,1737,174,0.307938035,0.167251495
8,6,0.137856629,0.189175258,0.182578397,829,562,0.107609327,0.138235294
9,7,0.193371815,0.234011628,0.206128134,1430,1599,0.209605296,0.247524752
10,4,0.164141953,0.189175258,0.171803653,1255,405,0.209605296,0.165355073
7,5,0.193371815,0.191876751,0.209251101,1015,442,0.209605296,0.185028249
11,5,0.187981127,0.214037379,0.231961045,500,693,0.404553415,0.214037379
7,2,0.193371815,0.212454212,0.176846591,925,682,0.107609327,0.220704224
8,6,0.227520436,0.18537415,0.217485863,2152,895,0.307938035,0.219041861
12,6,0.193371815,0.21881582,0.244444444,1540,639,0.209605296,0.244728916
6,4,0.193371815,0.151915456,0.220913108,1930,480,0.307938035,0.153658537
12,6,0.179017013,0.160886868,0.21432142,1245,257,0.209605296,0.169491525
3,7,0.193371815,0.224489796,0.176846591,1000,159,0.107609327,0.271708876
6,6,0.257645701,0.195259594,0.27833002,2259,1598,0.307938035,0.25891182
3,5,0.253760206,0.262749446,0.224489796,2042,1121,0.307938035,0.326890756
8,6,0.193371815,0.21881582,0.23,1400,73,0.209605296,0.244728916
9,3,0.200784094,0.209865859,0.16384535,1555,2182,0.209605296,0.234210526
8,2,0.164141953,0.206087824,0.181617647,1645,2300,0.307938035,0.198879552
4,4,0.164141953,0.207460399,0.144570707,1325,599,0.209605296,0.197860963
4,3,0.213267204,0.171091445,0.205048944,1120,474,0.107609327,0.135400797
5,4,0.253760206,0.201082753,0.231961045,1435,1055,0.107609327,0.174603176
3,7,0.253760206,0.189175258,0.198044623,1230,612,0.209605296,0.226600985
8,2,0.179017013,0.151915456,0.280818414,1430,86,0.307938035,0.174603765
11,1,0.156283375,0.150916784,0.181655481,1816,660,0.307938035,0.12212674
7,6,0.227520436,0.234011628,0.161744023,1505,417,0.209605296,0.217196921
7,5,0.164141953,0.16878865,0.211971026,2240,236,0.107609327,0.163599182
10,4,0.137856629,0.206087824,0.159246575,1941,640,0.307938035,0.142857143
9,1,0.188744508,0.16878865,0.280818414,1355,337,0.209605296,0.150793651
10,3,0.193371815,0.227874564,0.222506394,1405,641,0.209605296,0.242802303
10,5,0.213267204,0.189175258,0.174674958,1523,931,0.209605296,0.222222222
12,3,0.213325183,0.302599265,0.315724522,1845,994,0.307938035,0.302599265
6,6,0.253760206,0.207460399,0.214473684,706,2296,0.107609327,0.165562981
6,3,0.179017013,0.21881582,0.121123355,940,251,0.107609327,0.177362894
12,7,0.187981127,0.262749446,0.262292703,1102,685,0.107609327,0.173913043
11,3,0.193371815,0.173010381,0.18327606,1055,687,0.107609327,0.175090253
7,2,0.200784094,0.219041861,0.169817927,1940,984,0.307938035,0.219041861
8,2,0.179017013,0.16878865,0.185483871,800,715,0.107609327,0.137992832
8,2,0.253760206,0.197459584,0.214473684,1248,130,0.209605296,0.211920502
4,1,0.213267204,0.17206073,0.214473684,1249,88,0.209605296,0.184684689
10,3,0.193371815,0.175956284,0.205731832,730,440,0.107609327,0.130055474
2,6,0.253760206,0.262749446,0.200752823,1046,1616,0.107609327,0.326890756
8,3,0.253760206,0.18494152,0.198044623,22,1440,0.404553415,0.232858991
8,4,0.193371815,0.201082753,0.185676393,1745,197,0.307938035,0.223931624
12,7,0.265797392,0.244406196,0.191709845,641,1053,0.107609327,0.248908297
11,6,0.187981127,0.262749446,0.124659286,1223,396,0.209605296,0.173913043
9,4,0.179017013,0.22991128,0.244444444,1945,1437,0.307938035,0.233243968
4,2,0.253760206,0.151915456,0.181617647,1258,647,0.209605296,0.111716455
12,4,0.164141953,0.165354331,0.16384535,715,2172,0.107609327,0.079244056
6,7,0.179017013,0.21881582,0.134335317,1325,230,0.209605296,0.177362894
5,6,0.179017013,0.22991128,0.15864856,845,224,0.107609327,0.233243968
8,2,0.164141953,0.209865859,0.117048346,1350,2640,0.209605296,0.157894737
6,2,0.213267204,0.189175258,0.225988696,1017,318,0.107609327,0.222222222
10,4,0.179017013,0.165354331,0.161744023,1632,569,0.209605296,0.116959087
9,4,0.187981127,0.266837716,0.264460092,1629,126,0.307938035,0.178571429
1,5,0.193371815,0.218421053,0.234,850,861,0.107609327,0.217307692
8,2,0.200784094,0.209865859,0.280818414,1430,679,0.209605296,0.234210526
11,7,0.193371815,0.216216216,0.16384535,635,721,0.107609327,0.22022022
11,4,0.253760206,0.229000884,0.169817927,1835,2158,0.307938035,0.20994475
10,7,0.265797392,0.229000884,0.180762852,600,927,0.107609327,0.211535483
10,7,0.227520436,0.132275132,0.211971026,1650,407,0.209605296,0.148840369
11,6,0.213325183,0.201082753,0.181818257,1726,1695,0.307938035,0.161912164
6,4,0.193371815,0.165354331,0.186915888,615,543,0.107609327,0.176870814
11,5,0.179017013,0.22991128,0.224933956,1344,666,0.209605296,0.233243968
5,6,0.265797392,0.244406196,0.209183673,525,757,0.107609327,0.248908297
9,5,0.179017013,0.158739963,0.244444444,935,601,0.107609327,0.118161926
7,5,0.213267204,0.209064327,0.194610778,1309,576,0.209605296,0.2
4,3,0.213267204,0.26082578,0.194444444,1645,168,0.209605296,0.229299363
5,5,0.187981127,0.262749446,0.229353561,2115,603,0.307938035,0.173913043
4,7,0.193371815,0.21881582,0.200752823,2225,991,0.307938035,0.244728916
2,2,0.257645701,0.244406196,0.209251101,1959,534,0.307938035,0.265873016
10,7,0.193371815,0.18494152,0.234627832,830,843,0.107609327,0.197228145
12,6,0.193371815,0.210227273,0.219047619,1605,436,0.209605296,0.239700375
4,5,0.253760206,0.224489796,0.231961045,1912,1212,0.307938035,0.302552707
3,4,0.213267204,0.26082578,0.243041121,2130,737,0.307938035,0.229299363
1,7,0.164141953,0.197459584,0.217485863,1829,534,0.307938035,0.113924136
1,4,0.193371815,0.218421053,0.186138614,1855,1105,0.307938035,0.217307692
7,1,0.164141953,0.169139466,0.16384535,1611,1269,0.209605296,0.124145
8,2,0.193371815,0.216216216,0.181617647,820,879,0.107609327,0.22022022
7,2,0.257645701,0.195259594,0.172413793,950,1626,0.107609327,0.25891182
6,6,0.193371815,0.234011628,0.18327606,1850,1313,0.307938035,0.247524752
7,5,0.193371815,0.100238663,0.092682928,1240,102,0.209605296,0.080645169
3,7,0.253760206,0.206087824,0.231961045,1417,1562,0.209605296,0.185365854
4,5,0.193371815,0.132275132,0.124513619,1115,353,0.107609327,0.137130802
12,1,0.193371815,0.171467764,0.205048944,1235,949,0.209605296,0.169863014
11,3,0.193371815,0.244406196,0.185520362,1645,1072,0.209605296,0.23816568
11,6,0.213267204,0.26082578,0.236299529,1725,490,0.307938035,0.229299363
6,2,0.253760206,0.262749446,0.262292703,1645,685,0.307938035,0.326890756
12,1,0.253760206,0.26082578,0.240449438,1850,590,0.307938035,0.277970012
2,6,0.164141953,0.160886868,0.280818414,1100,1589,0.107609327,0.145833333
6,7,0.193371815,0.229000884,0.205048944,1100,814,0.107609327,0.253776435
3,3,0.188744508,0.170843776,0.198044623,805,733,0.107609327,0.207999733
6,5,0.200784094,0.154135338,0.172954642,500,1448,0.404553415,0.138613862
9,5,0.200784094,0.207460399,0.172954642,2135,679,0.307938035,0.191011237
4,2,0.200784094,0.225241546,0.172954642,1859,1874,0.307938035,0.240156879
2,4,0.253760206,0.262749446,0.181655481,1903,1389,0.307938035,0.326890756
11,4,0.193371815,0.266837716,0.205731832,1540,1068,0.209605296,0.256234825
4,2,0.253760206,0.150916784,0.231961045,652,761,0.107609327,0.218366093
8,5,0.193371815,0.216216216,0.176846591,600,1209,0.107609327,0.22022022
4,4,0.213267204,0.26082578,0.227240483,1913,370,0.307938035,0.229299363
9,4,0.179017013,0.262749446,0.174145,2247,435,0.307938035,0.170087977
12,3,0.193371815,0.142857145,0.16384535,1405,153,0.209605296,0.119928681
8,6,0.187981127,0.262749446,0.219789132,1310,190,0.209605296,0.173913043
7,1,0.193371815,0.171467764,0.18327606,1845,666,0.307938035,0.169863014
3,5,0.227520436,0.244406196,0.176846591,2130,787,0.307938035,0.266666667
12,1,0.188744508,0.195227766,0.205731832,2129,872,0.307938035,0.203092784
11,7,0.164141953,0.262749446,0.181655481,955,1389,0.107609327,0.142011853
12,6,0.179017013,0.160965483,0.172954642,500,228,0.404553415,0.136837144
3,6,0.253760206,0.244406196,0.205048944,1359,759,0.209605296,0.261744966
3,5,0.164141953,0.195259594,0.219789132,1850,1521,0.307938035,0.192139738
3,3,0.213267204,0.26082578,0.229497158,2125,607,0.307938035,0.229299363
11,5,0.257645701,0.189175258,0.217485863,1800,759,0.307938035,0.168068743
8,6,0.188744508,0.221568627,0.172413793,1555,1607,0.209605296,0.150119403
7,4,0.257645701,0.206087824,0.1875,1050,1010,0.107609327,0.262697023
4,1,0.253760206,0.26082578,0.205882351,1646,83,0.307938035,0.277970012
3,2,0.265797392,0.225241546,0.172413793,923,862,0.107609327,0.314227797
7,1,0.193371815,0.18494152,0.18327606,1255,1020,0.209605296,0.197228145
5,5,0.164141953,0.175956284,0.209251101,1015,501,0.107609327,0.185406699
9,4,0.164141953,0.158739963,0.169817927,1100,590,0.107609327,0.162127108
11,7,0.253760206,0.169960474,0.181617647,1538,347,0.209605296,0.199688052
12,4,0.265797392,0.197492163,0.211971026,1823,986,0.307938035,0.225003747
3,5,0.257645701,0.134986226,0.199887704,2344,2429,0.307938035,0.219149504
12,1,0.193371815,0.166144201,0.211971026,1800,345,0.307938035,0.138213403
3,2,0.188744508,0.195227766,0.248186946,1429,1065,0.209605296,0.203092784
1,4,0.188744508,0.170843776,0.172413793,935,1620,0.107609327,0.207999733
2,7,0.253760206,0.229000884,0.231961045,1754,929,0.307938035,0.20994475
11,6,0.179017013,0.16878865,0.195877381,858,748,0.107609327,0.137992832
3,3,0.213267204,0.134430801,0.214473684,619,481,0.107609327,0.138939
11,3,0.253760206,0.1948052,0.231961045,621,821,0.107609327,0.258610526
8,1,0.188744508,0.171091445,0.172413793,915,1024,0.107609327,0.144961606
10,5,0.156283375,0.170843776,0.206270627,1345,335,0.209605296,0.165983607
10,6,0.200784094,0.195102041,0.200752823,1959,1715,0.307938035,0.298428183
8,6,0.257645701,0.195259594,0.220913108,1555,2446,0.209605296,0.25891182
7,1,0.253760206,0.191876751,0.214473684,644,328,0.107609327,0.273380785
10,7,0.179017013,0.160965483,0.144570707,1240,525,0.209605296,0.136837144
5,1,0.193371815,0.165354331,0.211971026,1950,763,0.307938035,0.176870814
11,2,0.193371815,0.216216216,0.181655481,1305,1381,0.209605296,0.22022022
2,5,0.253760206,0.26082578,0.225988696,900,646,0.107609327,0.277970012
9,6,0.179017013,0.198960499,0.189233234,1425,331,0.209605296,0.201680502
12,7,0.187981127,0.181250014,0.224489796,525,710,0.107609327,0.189004586
11,1,0.200784094,0.209865859,0.242339833,920,2520,0.107609327,0.234210526
5,3,0.188744508,0.21881582,0.209386282,1730,541,0.307938035,0.221264368
2,4,0.227520436,0.266666667,0.198044623,1525,2072,0.209605296,0.202864486
4,6,0.257645701,0.181372549,0.234,1151,1010,0.107609327,0.376017324
12,5,0.164141953,0.198960499,0.234627832,821,874,0.107609327,0.188465175
2,5,0.164141953,0.175956284,0.233480176,2159,120,0.307938035,0.185406699
4,7,0.253760206,0.22776735,0.231961045,1937,469,0.307938035,0.269765865
8,1,0.253760206,0.198347105,0.231961045,601,785,0.107609327,0.264102965
7,4,0.188744508,0.197459584,0.172413793,848,1436,0.107609327,0.191234535
9,1,0.193371815,0.166144201,0.202672606,1815,374,0.307938035,0.138213403
10,1,0.187981127,0.144242923,0.231961045,600,695,0.107609327,0.114255871
12,2,0.253760206,0.26082578,0.209183673,1450,335,0.209605296,0.277970012
1,4,0.200784094,0.209865859,0.206128134,2312,2086,0.307938035,0.234210526
2,7,0.257645701,0.18494152,0.234,2359,2300,0.307938035,0.171855748
8,3,0.193371815,0.234011628,0.219789132,1630,1164,0.209605296,0.247524752
5,4,0.193371815,0.161234991,0.172413793,1755,794,0.307938035,0.144104804
7,1,0.164141953,0.209865859,0.161331626,835,2306,0.107609327,0.157894737
9,1,0.156283375,0.1948052,0.181655481,1209,812,0.209605296,0.252538174
9,7,0.193371815,0.18494152,0.200752823,1745,1009,0.307938035,0.197228145
10,5,0.164141953,0.198960499,0.223529412,1624,821,0.209605296,0.188465175
2,4,0.257645701,0.195259594,0.204255319,845,1041,0.107609327,0.25891182
11,4,0.193371815,0.197459584,0.172413793,1225,1436,0.209605296,0.228811867
7,1,0.164141953,0.134986226,0.16384535,1123,1900,0.107609327,0.119190886
5,5,0.137856629,0.206087824,0.176846591,1725,369,0.307938035,0.142857143
5,5,0.193371815,0.195102041,0.181617647,1110,872,0.107609327,0.178907721
4,3,0.193371815,0.170843776,0.172413793,2040,1620,0.307938035,0.12426038
5,5,0.193371815,0.125,0.178984862,615,283,0.107609327,0.098265919
10,7,0.12632594,0.100238663,0.092682928,1446,102,0.209605296,0.105386417
5,1,0.164141953,0.189175258,0.16384535,1745,547,0.307938035,0.165355073
8,1,0.253760206,0.262749446,0.219546742,1830,1303,0.307938035,0.326890756
9,6,0.164141953,0.21881582,0.171803653,1520,1123,0.209605296,0.199999994
11,3,0.253760206,0.262749446,0.172413793,2057,641,0.307938035,0.326890756
7,3,0.253760206,0.181372549,0.224489796,600,335,0.107609327,0.22823851
9,1,0.193371815,0.100238663,0.103960397,1905,163,0.307938035,0.080645169
3,5,0.193371815,0.21881582,0.16384535,1505,1199,0.209605296,0.244728916
6,1,0.156283375,0.195259594,0.1875,720,828,0.107609327,0.144032922
6,4,0.137856629,0.206087824,0.219546742,810,280,0.107609327,0.142857143
3,2,0.253760206,0.22991128,0.219789132,1700,977,0.307938035,0.27027027
5,1,0.193371815,0.100238663,0.108598436,1430,216,0.209605296,0.080645169
11,6,0.213267204,0.26082578,0.228571429,1639,290,0.209605296,0.229299363
9,7,0.253760206,0.196296296,0.214473684,1141,583,0.107609327,0.191255622
2,5,0.253760206,0.138636364,0.231961045,1245,1231,0.209605296,0.179101409
3,1,0.164141953,0.173010381,0.16384535,1421,484,0.209605296,0.099195702
10,3,0.200784094,0.167687957,0.172954642,1859,909,0.307938035,0.170824341
1,1,0.188744508,0.179231863,0.217485863,2200,758,0.307938035,0.187214612
10,7,0.179017013,0.18494152,0.169817927,1615,370,0.209605296,0.142480211
8,2,0.193371815,0.227874564,0.21021021,1640,281,0.209605296,0.242802303
12,7,0.193371815,0.195102041,0.144570707,925,1086,0.107609327,0.178907721
7,6,0.137856629,0.181372549,0.198044623,1617,864,0.209605296,0.16959455
6,3,0.253760206,0.195259594,0.198044623,815,740,0.107609327,0.163461539
6,4,0.193371815,0.151915456,0.172413793,1830,909,0.307938035,0.153658537
3,1,0.193371815,0.234011628,0.172413793,1235,853,0.209605296,0.247524752
9,2,0.12632594,0.100238663,0.108598436,1406,216,0.209605296,0.105386417
2,1,0.164141953,0.194444444,0.16384535,1902,444,0.307938035,0.144888824
8,5,0.193371815,0.150916784,0.172413793,1720,977,0.307938035,0.157303376
7,5,0.193371815,0.206087824,0.182578397,1210,942,0.209605296,0.161629753
2,3,0.164141953,0.262749446,0.174674958,1100,852,0.107609327,0.142011853
8,7,0.179017013,0.175956284,0.246753173,2115,296,0.307938035,0.195266272
7,1,0.193371815,0.134986226,0.172413793,510,819,0.107609327,0.135802512
8,3,0.187981127,0.212454212,0.214473684,1907,350,0.307938035,0.141964819
3,6,0.253760206,0.26082578,0.16384535,2042,226,0.307938035,0.277970012
5,5,0.164141953,0.201082753,0.199887704,2259,2248,0.307938035,0.139013453
5,4,0.164141953,0.158739963,0.211971026,1745,368,0.307938035,0.162127108
6,4,0.265797392,0.160886868,0.231961045,1743,852,0.307938035,0.238030417
11,1,0.193371815,0.139885957,0.18327606,1145,187,0.209605296,0.18405425
11,4,0.187981127,0.266837716,0.205731832,1420,1068,0.209605296,0.178571429
5,3,0.179017013,0.21881582,0.164494508,800,455,0.107609327,0.177362894
8,7,0.156283375,0.164772733,0.171803653,1216,489,0.209605296,0.171855748
3,7,0.137856629,0.19999304,0.198044623,1720,594,0.307938035,0.219149504
1,4,0.188744508,0.195102041,0.207186974,600,1504,0.107609327,0.172185484
2,7,0.179017013,0.181873112,0.172413793,701,300,0.107609327,0.185345869
7,3,0.253760206,0.173010381,0.205048944,610,719,0.107609327,0.197916853
7,1,0.193371815,0.173010381,0.225805614,1310,634,0.209605296,0.175090253
12,6,0.227520436,0.198960499,0.248186946,1944,581,0.307938035,0.32167776
1,3,0.137856629,0.191876751,0.205048944,1818,562,0.307938035,0.123660193
10,4,0.137856629,0.179231863,0.181655481,820,229,0.107609327,0.105790031
1,2,0.193371815,0.179271709,0.182578397,625,439,0.107609327,0.139885957
7,2,0.188744508,0.171467764,0.280818414,600,1499,0.107609327,0.161713687
8,7,0.164141953,0.198960499,0.191255622,1652,366,0.307938035,0.188465175
6,6,0.253760206,0.151515152,0.181617647,1830,1569,0.307938035,0.253956315
2,7,0.253760206,0.189175258,0.248186946,1519,899,0.209605296,0.226600985
9,4,0.164141953,0.197459584,0.169817927,735,2239,0.107609327,0.113924136
7,7,0.200784094,0.209865859,0.158797313,735,1533,0.107609327,0.234210526
4,6,0.188744508,0.21881582,0.181655481,1743,1620,0.307938035,0.221264368
6,5,0.187981127,0.147994467,0.181617647,1914,621,0.307938035,0.206976329
11,2,0.164141953,0.227874564,0.174674958,1500,936,0.307938035,0.159134519
6,6,0.179017013,0.183542988,0.172413793,550,296,0.107609327,0.183542988
3,5,0.188744508,0.179347826,0.172413793,1618,1290,0.209605296,0.141514219
7,7,0.179017013,0.169139466,0.144570707,1210,493,0.209605296,0.106978455
1,7,0.188744508,0.179347826,0.280818414,1912,2254,0.307938035,0.141514219
11,7,0.193371815,0.147994467,0.185676393,2050,333,0.307938035,0.143529412
7,5,0.193371815,0.216216216,0.194444444,1240,977,0.209605296,0.22022022
9,1,0.193371815,0.18494152,0.172413793,1105,602,0.107609327,0.197228145
9,1,0.193371815,0.195102041,0.169817927,550,1242,0.107609327,0.178907721
11,5,0.137856629,0.170843776,0.194610778,1800,659,0.307938035,0.127659574
9,1,0.200784094,0.209865859,0.231961045,1807,1660,0.307938035,0.234210526
5,3,0.179017013,0.234011628,0.180645185,1650,314,0.209605296,0.243420969
4,6,0.164141953,0.179231863,0.16384535,1755,534,0.307938035,0.248277349
5,4,0.164141953,0.263761468,0.171803653,805,1127,0.107609327,0.197604791
8,6,0.253760206,0.266666667,0.224489796,1338,1045,0.209605296,0.243611421
4,4,0.193371815,0.221568627,0.176846591,850,919,0.107609327,0.201754099
6,1,0.253760206,0.179271709,0.219546742,1805,550,0.307938035,0.237562369
9,4,0.188744508,0.21881582,0.217485863,952,1546,0.107609327,0.221264368
11,6,0.137856629,0.189997618,0.198044623,1506,397,0.209605296,0.162116843
4,7,0.187981127,0.225241546,0.198044623,1643,925,0.209605296,0.124145
11,4,0.156283375,0.198960499,0.145946216,840,448,0.107609327,0.14171123
2,5,0.188744508,0.201082753,0.172413793,845,628,0.107609327,0.152777778
9,7,0.265797392,0.21881582,0.169817927,1355,862,0.209605296,0.218130312
12,4,0.137856629,0.181372549,0.207186974,1844,820,0.307938035,0.16959455
8,6,0.179017013,0.187162175,0.144570707,1305,188,0.209605296,0.165981218
7,3,0.188744508,0.16878865,0.207186974,1630,2454,0.209605296,0.150793651
7,1,0.253760206,0.266837716,0.214473684,1240,650,0.209605296,0.313309776
10,6,0.164141953,0.197459584,0.174674958,1500,980,0.209605296,0.113924136
12,7,0.164141953,0.173010381,0.144570707,1415,1156,0.209605296,0.099195702
1,6,0.253760206,0.262749446,0.198044623,711,802,0.107609327,0.326890756
12,7,0.193371815,0.16878865,0.211971026,730,236,0.107609327,0.211640212
11,4,0.188744508,0.195227766,0.217485863,700,937,0.107609327,0.203092784
2,7,0.193371815,0.147994467,0.124513619,1200,324,0.107609327,0.143529412
11,5,0.193371815,0.139885957,0.18327606,1815,187,0.307938035,0.18405425
6,2,0.164141953,0.234011628,0.172954642,1920,1050,0.307938035,0.133803141
2,1,0.137856629,0.22991128,0.177727698,858,173,0.107609327,0.132
