month,day_of_week,op_unique_carrier,origin,dest,crs_dep_time,distance,dep_time_bin,carrier_origin
3,5,0.265797392,0.244406196,0.180762852,545,895,0.107609327,0.248908297
10,3,0.179017013,0.175956284,0.176846591,715,409,0.107609327,0.195266272
1,5,0.253760206,0.170843776,0.224489796,1259,1096,0.209605296,0.172995781
10,1,0.179017013,0.16878865,0.144570707,1845,590,0.307938035,0.137992832
6,2,0.193371815,0.216216216,0.221518987,1940,755,0.307938035,0.22022022
3,7,0.188744508,0.225241546,0.207186974,1651,1400,0.209605296,0.221674877
8,4,0.193371815,0.169960474,0.172413793,1300,563,0.209605296,0.145038973
3,3,0.188744508,0.195227766,0.217485863,615,937,0.107609327,0.203092784
3,1,0.179017013,0.22991128,0.227240483,2110,240,0.307938035,0.233243968
11,5,0.179017013,0.229989366,0.174674958,1613,236,0.209605296,0.203288648
6,6,0.213325183,0.233001082,0.14415019,1150,707,0.107609327,0.233001082
1,2,0.164141953,0.198960499,0.234627832,1102,874,0.107609327,0.188465175
4,5,0.193371815,0.201082753,0.180645185,2150,259,0.307938035,0.223931624
11,5,0.200784094,0.201082753,0.280818414,2115,414,0.307938035,0.322496739
2,6,0.164141953,0.198960499,0.222506394,1859,669,0.307938035,0.188465175
1,4,0.253760206,0.26082578,0.199887704,840,541,0.107609327,0.277970012
2,6,0.156283375,0.189175258,0.171803653,600,405,0.107609327,0.164785828
8,6,0.179017013,0.22991128,0.140974177,1855,360,0.307938035,0.233243968
1,2,0.179017013,0.207460399,0.241313671,2235,238,0.307938035,0.233333333
11,6,0.193371815,0.201082753,0.244444444,1640,365,0.209605296,0.223931624
11,1,0.164141953,0.253932584,0.16384535,700,545,0.107609327,0.257130885
6,7,0.227520436,0.16878865,0.182578397,2151,1797,0.307938035,0.159509226
7,3,0.193371815,0.18494152,0.202672606,800,369,0.107609327,0.197228145
10,5,0.164141953,0.225241546,0.174674958,1830,1034,0.307938035,0.194915441
5,5,0.164141953,0.221568627,0.16384535,700,515,0.107609327,0.139824442
7,5,0.179017013,0.16878865,0.194187583,2025,373,0.307938035,0.137992832
5,7,0.179017013,0.165354331,0.186915888,715,543,0.107609327,0.116959087
12,4,0.193371815,0.201082753,0.16923077,1135,173,0.107609327,0.223931624
7,6,0.193371815,0.173010381,0.171803653,2150,440,0.307938035,0.175090253
12,6,0.164141953,0.209865859,0.161331626,2208,2306,0.307938035,0.157894737
8,5,0.187981127,0.266837716,0.186822649,835,402,0.107609327,0.178571429
9,7,0.193371815,0.218421053,0.219047619,1230,793,0.209605296,0.217307692
7,6,0.179017013,0.183542988,0.172413793,550,296,0.107609327,0.183542988
3,7,0.253760206,0.26082578,0.191255622,1109,416,0.107609327,0.277970012
3,7,0.188744508,0.22991128,0.204255319,1820,1050,0.307938035,0.222398729
11,4,0.188744508,0.169960474,0.172413793,700,563,0.107609327,0.167661083
11,3,0.200784094,0.115591398,0.172954642,1725,2640,0.307938035,0.177776236
5,3,0.164141953,0.1948052,0.171803653,700,311,0.107609327,0.089263417
9,4,0.188744508,0.195227766,0.169817927,900,2454,0.107609327,0.203092784
8,4,0.193371815,0.138636364,0.172413793,1520,850,0.209605296,0.10877193
12,1,0.193371815,0.151915456,0.172413793,2040,909,0.307938035,0.153658537
3,1,0.188744508,0.191876751,0.172413793,2106,1014,0.307938035,0.163069773
5,7,0.164141953,0.26082578,0.16384535,1205,226,0.209605296,0.108598436
5,7,0.179017013,0.106021074,0.144570707,600,521,0.107609327,0.107039586
12,7,0.257645701,0.195227766,0.240449438,1359,1023,0.209605296,0.288990074
5,4,0.253760206,0.189175258,0.240449438,1515,857,0.209605296,0.226600985
6,3,0.193371815,0.171467764,0.178984862,550,405,0.107609327,0.169863014
2,3,0.253760206,0.263761468,0.219546742,1206,992,0.107609327,0.280694938
2,1,0.193371815,0.244406196,0.178984862,1340,990,0.209605296,0.23816568
4,2,0.193371815,0.151915456,0.124513619,1855,387,0.307938035,0.153658537
2,7,0.193371815,0.201082753,0.169817927,1910,236,0.307938035,0.223931624
2,6,0.253760206,0.266837716,0.231961045,605,1121,0.107609327,0.313309776
12,7,0.164141953,0.209865859,0.171803653,1150,1927,0.209605296,0.157894737
8,5,0.253760206,0.22991128,0.219546742,1148,678,0.209605296,0.27027027
12,7,0.188744508,0.115591398,0.198044623,1815,4184,0.307938035,0.140038132
11,6,0.164141953,0.198960499,0.240449438,943,545,0.107609327,0.188465175
5,4,0.193371815,0.100238663,0.092682928,1515,102,0.209605296,0.080645169
8,5,0.193371815,0.209865859,0.211971026,1515,867,0.307938035,0.199999872
9,6,0.193371815,0.216216216,0.211428569,1655,592,0.209605296,0.22022022
4,5,0.193371815,0.21881582,0.180645185,1105,844,0.107609327,0.244728916
11,2,0.193371815,0.18494152,0.220913108,700,304,0.107609327,0.197228145
1,7,0.253760206,0.266837716,0.214473684,750,650,0.107609327,0.313309776
6,1,0.187981127,0.22991128,0.174674958,1210,334,0.209605296,0.236220472
3,7,0.179017013,0.209865859,0.277777778,1425,224,0.209605296,0.197222222
2,4,0.137856629,0.209064327,0.170542636,820,515,0.107609327,0.088713012
5,3,0.257645701,0.195259594,0.234,1615,187,0.209605296,0.25891182
4,7,0.12632594,0.132275132,0.092682928,1000,2457,0.107609327,0.144961606
2,1,0.193371815,0.227874564,0.186138614,1930,919,0.307938035,0.242802303
8,4,0.193371815,0.173010381,0.219789132,1055,721,0.107609327,0.175090253
4,7,0.213267204,0.191876751,0.214473684,1805,328,0.307938035,0.287875871
7,4,0.137856629,0.170843776,0.1875,1530,833,0.209605296,0.127659574
8,6,0.179017013,0.165354331,0.280818414,1614,550,0.209605296,0.116959087
3,4,0.213267204,0.191876751,0.214473684,1041,328,0.107609327,0.287875871
8,6,0.227520436,0.16878865,0.159246575,953,1995,0.107609327,0.159509226
2,6,0.188744508,0.225241546,0.198044623,1620,925,0.209605296,0.221674877
4,5,0.193371815,0.195102041,0.159246575,1230,1073,0.209605296,0.178907721
1,3,0.179017013,0.165354331,0.202672606,900,817,0.107609327,0.116959087
11,6,0.164141953,0.263761468,0.209183673,1152,932,0.107609327,0.197604791
6,1,0.188744508,0.21881582,0.280818414,1345,967,0.209605296,0.221264368
4,7,0.179017013,0.199949876,0.198044623,727,343,0.107609327,0.193528813
1,3,0.253760206,0.253932584,0.214473684,802,590,0.107609327,0.272699686
9,1,0.188744508,0.207460399,0.180762852,2245,2161,0.307938035,0.171232877
10,5,0.253760206,0.229000884,0.224489796,1130,204,0.209605296,0.20994475
9,1,0.164141953,0.160886868,0.214473684,1255,930,0.209605296,0.145833333
4,6,0.164141953,0.198960499,0.286313926,2249,302,0.307938035,0.188465175
7,1,0.188744508,0.198960499,0.280818414,1936,2139,0.307938035,0.150002192
12,6,0.164141953,0.198960499,0.240740741,2258,152,0.307938035,0.188465175
8,2,0.164141953,0.170843776,0.206128134,1800,1183,0.307938035,0.189781022
4,7,0.137856629,0.189175258,0.209251101,1709,227,0.307938035,0.138235294
11,4,0.265797392,0.21881582,0.209183673,845,1069,0.107609327,0.218130312
12,6,0.253760206,0.195259594,0.169817927,1629,2475,0.209605296,0.163461539
2,1,0.179017013,0.286063216,0.169817927,1637,763,0.209605296,0.252538174
7,6,0.227520436,0.151915456,0.220913108,928,480,0.107609327,0.315742251
9,1,0.164141953,0.170843776,0.206128134,1800,1183,0.307938035,0.189781022
8,7,0.164141953,0.170843776,0.198044623,1200,733,0.107609327,0.189781022
12,2,0.179017013,0.254381325,0.231961045,1224,846,0.209605296,0.240885637
3,6,0.213325183,0.194427485,0.301584728,900,1898,0.107609327,0.174456032
1,1,0.213267204,0.151515152,0.219546742,759,507,0.107609327,0.33147478
2,6,0.164141953,0.221568627,0.174674958,1810,1416,0.307938035,0.139824442
1,6,0.193371815,0.216216216,0.211971026,1630,1067,0.307938035,0.22022022
4,6,0.253760206,0.26082578,0.181617647,1307,1773,0.209605296,0.277970012
6,7,0.193371815,0.170843776,0.205731832,1855,888,0.307938035,0.12426038
9,2,0.213267204,0.26082578,0.170542636,1909,75,0.307938035,0.229299363
8,4,0.193371815,0.147994467,0.18327606,1230,1621,0.209605296,0.143529412
5,6,0.164141953,0.16878865,0.280818414,1330,337,0.209605296,0.163599182
5,1,0.188744508,0.13911887,0.280818414,1405,329,0.209605296,0.224145
6,6,0.164141953,0.197459584,0.169817927,729,2239,0.107609327,0.113924136
11,4,0.179017013,0.22991128,0.244444444,845,1437,0.107609327,0.233243968
10,7,0.200784094,0.209865859,0.198044623,2240,1721,0.307938035,0.234210526
3,4,0.164141953,0.175956284,0.16384535,1800,594,0.307938035,0.185406699
3,7,0.164141953,0.198960499,0.219789132,1044,813,0.107609327,0.188465175
2,1,0.200784094,0.209865859,0.196226415,1000,1448,0.107609327,0.234210526
6,4,0.253760206,0.18494152,0.231961045,1855,868,0.307938035,0.232858991
8,6,0.253760206,0.294183948,0.224489796,1450,1139,0.209605296,0.244123882
6,4,0.213325183,0.169902913,0.18327606,1809,825,0.307938035,0.244093355
6,1,0.164141953,0.207460399,0.174674958,1759,1589,0.307938035,0.197860963
6,2,0.164141953,0.175956284,0.219546742,1020,453,0.107609327,0.185406699
1,7,0.193371815,0.201082753,0.202672606,640,223,0.107609327,0.223931624
10,3,0.227520436,0.191876751,0.248186946,2150,793,0.307938035,0.192541994
7,1,0.213267204,0.150794834,0.214473684,1150,761,0.107609327,0.232972232
2,4,0.179017013,0.13911887,0.172954642,1721,352,0.307938035,0.105517573
10,7,0.253760206,0.262749446,0.160493827,1501,597,0.209605296,0.326890756
12,5,0.188744508,0.206087824,0.193975904,1525,1597,0.209605296,0.127167646
8,6,0.12632594,0.100840336,0.1360799,901,163,0.107609327,0.136755908
4,2,0.187981127,0.171428736,0.231961045,1129,641,0.209605296,0.21432142
7,6,0.253760206,0.266837716,0.169817927,2126,2342,0.307938035,0.313309776
11,6,0.164141953,0.099840251,0.16384535,1457,366,0.209605296,0.109026583
1,3,0.200784094,0.165354331,0.169817927,800,834,0.107609327,0.181451613
3,7,0.188744508,0.207460399,0.219789132,2356,1504,0.404553415,0.171232877
3,7,0.179017013,0.21881582,0.189844113,1910,120,0.307938035,0.177362894
8,3,0.187981127,0.212454212,0.224489796,1849,661,0.307938035,0.141964819
2,7,0.164141953,0.263761468,0.174674958,1747,1487,0.307938035,0.197604791
4,6,0.193371815,0.244406196,0.205731832,735,882,0.107609327,0.23816568
7,7,0.193371815,0.16878865,0.172413793,740,862,0.107609327,0.211640212
9,3,0.193371815,0.165354331,0.211971026,1120,763,0.107609327,0.176870814
1,1,0.193371815,0.18494152,0.172413793,920,602,0.107609327,0.197228145
2,1,0.213325183,0.263761468,0.255559158,740,1026,0.107609327,0.327185865
3,1,0.188744508,0.161234991,0.198044623,705,1041,0.107609327,0.093166263
3,6,0.188744508,0.207460399,0.217485863,2246,2446,0.307938035,0.171232877
10,7,0.253760206,0.244406196,0.214473684,1715,468,0.307938035,0.261744966
4,4,0.193371815,0.185592186,0.217485863,800,849,0.107609327,0.187335092
7,5,0.193371815,0.216216216,0.124513619,900,1232,0.107609327,0.22022022
9,4,0.193371815,0.169902913,0.205731832,635,259,0.107609327,0.228924324
6,4,0.179017013,0.234011628,0.161744023,2110,417,0.307938035,0.243420969
9,5,0.164141953,0.26082578,0.16384535,1946,226,0.307938035,0.108598436
11,6,0.164141953,0.160886868,0.219546742,1250,980,0.209605296,0.145833333
2,5,0.188744508,0.158739963,0.198044623,1245,1250,0.209605296,0.14969571
12,5,0.188744508,0.21881582,0.161744023,1930,948,0.307938035,0.221264368
9,5,0.188744508,0.225241546,0.220913108,1650,1303,0.209605296,0.221674877
10,4,0.253760206,0.26082578,0.163090129,1915,157,0.307938035,0.277970012
1,7,0.156283375,0.196428759,0.16384535,1155,563,0.107609327,0.217013224
4,3,0.253760206,0.244406196,0.214473684,500,468,0.404553415,0.261744966
9,1,0.193371815,0.179347826,0.178984862,930,402,0.107609327,0.208955104
6,3,0.200784094,0.209865859,0.248186946,1330,2717,0.107609327,0.234210526
3,5,0.188744508,0.195227766,0.234,1357,200,0.209605296,0.203092784
7,2,0.179017013,0.148867183,0.198044623,715,223,0.107609327,0.167251495
1,2,0.187981127,0.195102041,0.1875,1522,954,0.209605296,0.12961024
8,1,0.179017013,0.207460399,0.202672606,840,326,0.107609327,0.233333333
2,1,0.253760206,0.244406196,0.231961045,1131,985,0.107609327,0.261744966
1,7,0.164141953,0.158739963,0.172954642,1525,689,0.209605296,0.162127108
6,7,0.253760206,0.262749446,0.198044623,2110,802,0.307938035,0.326890756
4,5,0.253760206,0.26082578,0.234,2245,728,0.307938035,0.277970012
2,1,0.253760206,0.229000884,0.231961045,710,929,0.107609327,0.20994475
7,7,0.193371815,0.115591398,0.1360799,1815,100,0.307938035,0.046319203
1,3,0.188744508,0.22991128,0.248186946,1425,1182,0.209605296,0.222398729
2,4,0.187981127,0.262749446,0.218202049,1857,158,0.307938035,0.173913043
10,6,0.193371815,0.169960474,0.219047619,935,562,0.107609327,0.145038973
6,2,0.137856629,0.189175258,0.181655481,2020,214,0.307938035,0.138235294
1,1,0.193371815,0.227874564,0.219047619,630,1209,0.107609327,0.242802303
1,4,0.253760206,0.262749446,0.209183673,815,812,0.107609327,0.326890756
9,6,0.164141953,0.175956284,0.214473684,2126,500,0.307938035,0.185406699
3,5,0.164141953,0.266837716,0.174674958,1450,1501,0.209605296,0.159235713
5,3,0.213267204,0.262749446,0.199870283,2104,500,0.307938035,0.251907587
10,1,0.257645701,0.263761468,0.181655481,1010,1076,0.107609327,0.293233083
10,6,0.193371815,0.198960499,0.172413793,910,1199,0.107609327,0.209302326
5,1,0.187981127,0.171428736,0.231961045,1927,641,0.307938035,0.21432142
11,2,0.253760206,0.18494152,0.211971026,2230,255,0.307938035,0.232858991
6,5,0.164141953,0.21881582,0.169817927,1255,862,0.209605296,0.199999994
10,4,0.253760206,0.209064327,0.159246575,1408,406,0.209605296,0.235955056
10,2,0.137856629,0.150916784,0.181655481,830,660,0.107609327,0.138121553
7,1,0.193371815,0.201082753,0.186915888,1505,407,0.209605296,0.223931624
1,2,0.179017013,0.262749446,0.174145,1036,435,0.107609327,0.170087977
12,6,0.188744508,0.181372549,0.161331626,1410,630,0.209605296,0.179095883
5,6,0.179017013,0.151915456,0.169817927,600,373,0.107609327,0.174603765
11,5,0.137856629,0.176470588,0.207186974,1410,708,0.209605296,0.16424078
12,4,0.188744508,0.225241546,0.169817927,515,1379,0.107609327,0.221674877
6,5,0.213325183,0.179357501,0.226084876,2019,936,0.307938035,0.219149504
2,7,0.253760206,0.262749446,0.181655481,710,1389,0.107609327,0.326890756
3,6,0.137856629,0.170843776,0.206270627,1100,335,0.107609327,0.127659574
8,4,0.193371815,0.195102041,0.124513619,845,1226,0.107609327,0.178907721
1,4,0.187981127,0.204102505,0.231961045,1930,482,0.307938035,0.193528813
9,3,0.253760206,0.173010381,0.198044623,600,258,0.107609327,0.197916853
6,7,0.227520436,0.16878865,0.231961045,809,1235,0.107609327,0.159509226
1,6,0.193371815,0.234011628,0.176846591,1005,2295,0.107609327,0.247524752
4,7,0.187981127,0.091891899,0.198044623,1133,528,0.107609327,0.134035806
1,5,0.187981127,0.138613861,0.231961045,1309,431,0.209605296,0.239028914
9,2,0.179017013,0.171717172,0.198044623,1405,522,0.209605296,0.130279538
2,5,0.265797392,0.234011628,0.181617647,1600,304,0.209605296,0.451228145
9,2,0.164141953,0.160886868,0.167883464,655,987,0.107609327,0.145833333
5,3,0.265797392,0.198960499,0.176846591,1043,577,0.107609327,0.259459455
7,1,0.137856629,0.196296296,0.198044623,1254,137,0.209605296,0.26892629
9,3,0.164141953,0.175956284,0.196825397,2205,549,0.307938035,0.185406699
6,5,0.137856629,0.175956284,0.207186974,630,488,0.107609327,0.071795301
4,4,0.164141953,0.198960499,0.224489796,705,594,0.107609327,0.188465175
5,7,0.137856629,0.206087824,0.206270627,1450,496,0.209605296,0.142857143
11,4,0.164141953,0.156759879,0.144570707,520,387,0.107609327,0.123427461
9,4,0.253760206,0.262749446,0.181617647,1538,868,0.209605296,0.326890756
12,4,0.179017013,0.160886868,0.262292703,2145,220,0.307938035,0.169491525
1,7,0.227520436,0.198960499,0.234,1223,946,0.209605296,0.32167776
9,7,0.164141953,0.197459584,0.171803653,1830,501,0.307938035,0.113924136
12,3,0.253760206,0.262749446,0.194915254,808,460,0.107609327,0.326890756
8,2,0.193371815,0.147994467,0.219047619,1440,1450,0.209605296,0.143529412
11,5,0.265797392,0.207460399,0.220913108,1038,447,0.107609327,0.471737923
6,2,0.164141953,0.172093023,0.16384535,600,317,0.107609327,0.134335317
9,7,0.188744508,0.21881582,0.164494508,1150,455,0.107609327,0.221264368
4,3,0.137856629,0.170843776,0.205048944,845,214,0.107609327,0.127659574
6,3,0.164141953,0.198960499,0.170542636,1658,153,0.307938035,0.188465175
6,5,0.164141953,0.22991128,0.16384535,1222,606,0.209605296,0.161849719
7,6,0.188744508,0.266666667,0.172413793,1340,2733,0.209605296,0.261592826
11,7,0.188744508,0.201082753,0.161331626,845,2065,0.107609327,0.152777778
10,4,0.193371815,0.216216216,0.1875,1235,907,0.209605296,0.22022022
1,5,0.137856629,0.206087824,0.209183673,545,752,0.107609327,0.142857143
4,4,0.164141953,0.209865859,0.211971026,605,867,0.107609327,0.157894737
12,2,0.137856629,0.142857145,0.198044623,1050,577,0.107609327,0.109359555
3,2,0.137856629,0.195259594,0.2291036,1210,150,0.107609327,0.150862069
11,3,0.193371815,0.227874564,0.224489796,1915,946,0.307938035,0.242802303
9,7,0.253760206,0.209064327,0.224489796,1555,1013,0.209605296,0.235955056
10,7,0.156283375,0.112840467,0.181655481,812,1231,0.107609327,0.206976329
6,7,0.227520436,0.244406196,0.234,956,1121,0.107609327,0.266666667
8,2,0.200784094,0.209865859,0.280818414,2131,679,0.307938035,0.234210526
12,3,0.193371815,0.227874564,0.221518987,1355,516,0.209605296,0.242802303
3,2,0.188744508,0.22991128,0.205048944,1100,612,0.107609327,0.222398729
11,7,0.164141953,0.198960499,0.169817927,1115,1947,0.107609327,0.188465175
1,5,0.164141953,0.175956284,0.248186946,1545,1127,0.209605296,0.185406699
12,2,0.188744508,0.221568627,0.207186974,600,1068,0.107609327,0.150119403
4,4,0.187981127,0.262749446,0.254193458,1259,693,0.209605296,0.173913043
3,6,0.257645701,0.163971793,0.217485863,305,1179,0.404553415,0.1626505
12,1,0.179017013,0.182957945,0.198044623,1656,157,0.307938035,0.191255622
11,5,0.257645701,0.195259594,0.211971026,2150,2248,0.307938035,0.25891182
1,4,0.193371815,0.173010381,0.209386282,1050,351,0.107609327,0.175090253
4,7,0.188744508,0.158739963,0.172413793,2026,391,0.307938035,0.14969571
4,7,0.193371815,0.191876751,0.171803653,955,456,0.107609327,0.185028249
4,7,0.179017013,0.165354331,0.231023102,1625,444,0.209605296,0.116959087
7,2,0.164141953,0.195259594,0.16384535,1005,760,0.107609327,0.192139738
10,3,0.137856629,0.224489796,0.199887704,1918,290,0.307938035,0.164652139
1,1,0.200784094,0.201082753,0.21432142,1918,894,0.307938035,0.322496739
2,2,0.187981127,0.262749446,0.190140886,2236,309,0.307938035,0.173913043
6,3,0.164141953,0.206087824,0.182578397,1559,942,0.209605296,0.198879552
6,4,0.193371815,0.244406196,0.178984862,800,990,0.107609327,0.23816568
2,4,0.193371815,0.185592186,0.224489796,835,955,0.107609327,0.187335092
8,1,0.200784094,0.167661083,0.196226415,1114,329,0.107609327,0.167661083
3,7,0.253760206,0.198960499,0.181617647,1815,1587,0.307938035,0.319532727
2,1,0.188744508,0.179231863,0.280818414,815,2419,0.107609327,0.187214612
11,1,0.253760206,0.189175258,0.214473684,1135,331,0.107609327,0.226600985
9,2,0.179017013,0.16878865,0.246985613,2253,156,0.307938035,0.137992832
1,2,0.188744508,0.225241546,0.199386503,2130,744,0.307938035,0.221674877
10,6,0.193371815,0.164772733,0.176846591,1555,289,0.209605296,0.100154082
11,4,0.179017013,0.16,0.202672606,840,656,0.107609327,0.157895237
3,6,0.265797392,0.262749446,0.211971026,2255,1055,0.307938035,0.265305918
4,6,0.164141953,0.210227273,0.234,1205,1368,0.107609327,0.133346547
10,2,0.164141953,0.209865859,0.198044623,1800,1721,0.307938035,0.157894737
5,3,0.188744508,0.197459584,0.161331626,1026,224,0.107609327,0.191234535
2,4,0.200784094,0.165354331,0.181617647,1411,1009,0.209605296,0.181451613
12,5,0.227520436,0.209064327,0.182578397,820,675,0.107609327,0.186675772
9,4,0.164141953,0.163814181,0.174674958,1214,297,0.209605296,0.155586829
8,2,0.193371815,0.263761468,0.178984862,800,1167,0.107609327,0.28229665
1,5,0.265797392,0.262749446,0.217485863,759,985,0.107609327,0.265305918
12,3,0.164141953,0.175956284,0.199887704,2125,509,0.307938035,0.185406699
10,1,0.213267204,0.26082578,0.240740741,722,177,0.107609327,0.229299363
2,3,0.137856629,0.195227766,0.194610778,917,642,0.107609327,0.162650602
1,4,0.179017013,0.207460399,0.150485437,825,372,0.107609327,0.233333333
5,3,0.193371815,0.134986226,0.186915888,730,362,0.107609327,0.135802512
12,5,0.213267204,0.189175258,0.228571429,2008,142,0.307938035,0.222222222
5,4,0.156283375,0.170843776,0.223529412,1450,1148,0.209605296,0.165983607
3,6,0.193371815,0.244406196,0.178984862,830,990,0.107609327,0.23816568
2,4,0.179017013,0.207460399,0.202672606,835,326,0.107609327,0.233333333
7,1,0.193371815,0.198960499,0.234627832,800,874,0.107609327,0.209302326
7,5,0.193371815,0.173010381,0.211971026,505,1371,0.107609327,0.175090253
12,2,0.179017013,0.175956284,0.221518987,1740,231,0.307938035,0.195266272
1,1,0.193371815,0.229000884,0.182578397,1715,612,0.307938035,0.253776435
1,2,0.187981127,0.262749446,0.218202049,1648,158,0.307938035,0.173913043
9,2,0.253760206,0.262749446,0.207272727,1830,925,0.307938035,0.326890756
9,2,0.193371815,0.138636364,0.194187583,910,358,0.107609327,0.10877193
6,4,0.164141953,0.198960499,0.217485863,1515,404,0.209605296,0.188465175
10,5,0.137856629,0.125,0.234,700,640,0.107609327,0.103448629
2,4,0.188744508,0.195227766,0.240449438,1859,1023,0.307938035,0.203092784
5,4,0.213267204,0.181250014,0.214473684,1442,83,0.209605296,0.177776236
9,2,0.164141953,0.16878865,0.231961045,814,1235,0.107609327,0.163599182
9,2,0.179017013,0.21881582,0.171855748,1335,573,0.209605296,0.177362894
8,6,0.187981127,0.22991128,0.370120445,1445,632,0.209605296,0.236220472
10,7,0.193371815,0.197492163,0.172413793,1140,495,0.107609327,0.223388914
3,3,0.193371815,0.210227273,0.181655481,1210,1183,0.209605296,0.239700375
11,2,0.164141953,0.198960499,0.196825397,1347,859,0.209605296,0.188465175
1,1,0.164141953,0.198960499,0.246753173,2156,749,0.307938035,0.188465175
9,5,0.179017013,0.209865859,0.200752823,1559,129,0.209605296,0.197222222
5,2,0.193371815,0.173010381,0.1875,855,753,0.107609327,0.175090253
7,2,0.164141953,0.175956284,0.280818414,1215,2079,0.209605296,0.185406699
7,4,0.164141953,0.160886868,0.234627832,1439,1097,0.209605296,0.145833333
4,5,0.193371815,0.201082753,0.219047619,820,1067,0.107609327,0.223931624
9,6,0.164141953,0.160886868,0.217485863,700,1310,0.107609327,0.145833333
7,3,0.164141953,0.158739963,0.194187583,1715,532,0.307938035,0.162127108
10,3,0.188744508,0.207460399,0.211971026,1305,414,0.209605296,0.171232877
6,1,0.193371815,0.227874564,0.219047619,1515,1209,0.209605296,0.242802303
10,1,0.193371815,0.244406196,0.178984862,815,990,0.107609327,0.23816568
11,1,0.193371815,0.227874564,0.207272727,2020,549,0.307938035,0.242802303
6,6,0.187981127,0.266837716,0.183098592,2154,1099,0.307938035,0.178571429
12,7,0.137856629,0.151515152,0.181655481,1211,585,0.209605296,0.076178124
4,7,0.253760206,0.175956284,0.198044623,1817,235,0.307938035,0.170229918
5,7,0.253760206,0.179347826,0.214473684,625,366,0.107609327,0.157344635
5,4,0.193371815,0.18494152,0.202672606,2010,369,0.307938035,0.197228145
4,7,0.227520436,0.253932584,0.21607067,1100,936,0.107609327,0.176517953
2,6,0.188744508,0.201082753,0.169817927,600,236,0.107609327,0.152777778
12,1,0.257645701,0.195227766,0.217485863,948,937,0.107609327,0.288990074
11,6,0.193371815,0.172093023,0.176846591,705,399,0.107609327,0.194732557
1,1,0.179017013,0.19000278,0.144570707,1334,618,0.209605296,0.152008884
7,4,0.253760206,0.26082578,0.169817927,1144,2125,0.107609327,0.277970012
6,6,0.253760206,0.262749446,0.207272727,1454,925,0.209605296,0.326890756
12,7,0.164141953,0.181372549,0.171803653,1152,813,0.209605296,0.169191491
11,2,0.253760206,0.266837716,0.219789132,2125,1103,0.307938035,0.313309776
1,2,0.213267204,0.142857145,0.205048944,600,396,0.107609327,0.12212674
10,3,0.213267204,0.189175258,0.246753173,1532,296,0.209605296,0.222222222
8,7,0.156283375,0.160886868,0.235294117,1955,232,0.307938035,0.12503666
8,3,0.179017013,0.16878865,0.231023102,945,391,0.107609327,0.137992832
4,7,0.164141953,0.175956284,0.220913108,1645,1956,0.209605296,0.185406699
3,4,0.164141953,0.198960499,0.224933956,1610,192,0.209605296,0.188465175
9,4,0.213325183,0.179347826,0.315724522,1957,941,0.307938035,0.234238363
8,3,0.213325183,0.174603175,0.226084876,1447,550,0.209605296,0.187162175
10,3,0.253760206,0.26082578,0.248186946,714,632,0.107609327,0.277970012
5,4,0.253760206,0.206087824,0.214473684,1905,728,0.307938035,0.185365854
12,7,0.179017013,0.179277402,0.172413793,530,212,0.107609327,0.243836017
1,1,0.213267204,0.182389952,0.205048944,1709,482,0.307938035,0.246083449
5,4,0.137856629,0.179231863,0.159246575,2207,299,0.307938035,0.105790031
6,7,0.253760206,0.21881582,0.231961045,500,641,0.404553415,0.210937242
9,4,0.213267204,0.26082578,0.252246227,916,185,0.107609327,0.229299363
11,7,0.193371815,0.244406196,0.205731832,1050,882,0.107609327,0.23816568
12,3,0.188744508,0.179231863,0.231961045,1235,1172,0.209605296,0.187214612
6,7,0.213267204,0.189175258,0.233480176,1135,524,0.209605296,0.222222222
5,3,0.253760206,0.16878865,0.224489796,2154,2342,0.307938035,0.20045045
12,6,0.193371815,0.169139466,0.18327606,1035,759,0.107609327,0.232258018
9,3,0.253760206,0.16878865,0.219546742,2326,2402,0.307938035,0.20045045
5,2,0.137856629,0.167464115,0.205048944,1326,356,0.209605296,0.18848596
8,6,0.187981127,0.262749446,0.218202049,2040,158,0.307938035,0.173913043
10,2,0.193371815,0.12712259,0.18327606,620,570,0.107609327,0.114890064
3,3,0.179017013,0.13681504,0.172413793,535,260,0.107609327,0.13681504
3,7,0.187981127,0.217013224,0.231961045,542,404,0.107609327,0.235087052
8,4,0.188744508,0.179231863,0.198044623,1310,588,0.209605296,0.187214612
11,2,0.164141953,0.158739963,0.200752823,2245,630,0.307938035,0.162127108
1,1,0.179017013,0.114982578,0.280818414,1345,751,0.209605296,0.100845225
2,4,0.156283375,0.195259594,0.203592812,2200,273,0.307938035,0.144032922
5,7,0.253760206,0.229000884,0.214473684,725,507,0.107609327,0.20994475
1,6,0.188744508,0.161234991,0.193975904,940,191,0.107609327,0.093166263
3,7,0.188744508,0.22991128,0.204255319,1820,1050,0.307938035,0.222398729
5,5,0.200784094,0.151915456,0.172954642,1445,605,0.209605296,0.163971793
11,5,0.193371815,0.18494152,0.257142496,1015,870,0.107609327,0.197228145
8,5,0.164141953,0.196428759,0.16384535,1633,563,0.209605296,0.148769076
12,2,0.253760206,0.201082753,0.198044623,820,1514,0.107609327,0.174603176
11,1,0.179017013,0.22991128,0.140974177,2131,360,0.307938035,0.233243968
9,3,0.257645701,0.195102041,0.234,1107,1698,0.107609327,0.254578508
