month,day_of_week,op_unique_carrier,origin,dest,crs_dep_time,distance
1,4,1,86,212,1837,919.0
2,3,4,281,291,1335,1050.0
6,5,4,304,20,2259,2092.0
10,2,0,170,97,1900,509.0
3,5,4,223,117,722,1487.0
3,4,3,43,86,515,399.0
12,1,9,179,281,700,258.0
11,4,14,190,168,1900,833.0
12,1,13,116,312,710,1057.0
6,5,14,290,97,1830,306.0
11,5,4,302,180,1100,590.0
12,7,8,212,271,1618,825.0
11,2,13,323,22,735,928.0
5,2,1,236,90,1929,1212.0
7,7,4,20,70,1957,447.0
11,5,12,108,178,836,2227.0
11,3,11,97,103,1345,332.0
12,6,4,90,169,735,1391.0
1,7,10,69,150,1313,333.0
6,1,2,179,291,1408,867.0
8,6,13,190,41,1500,764.0
6,4,8,90,159,1230,1106.0
11,5,13,246,190,1955,355.0
3,6,1,293,90,1157,1464.0
1,6,1,27,69,1515,644.0
3,5,4,20,135,810,306.0
6,4,4,20,251,1359,526.0
3,6,1,90,282,1635,247.0
2,6,2,42,291,1507,399.0
3,6,4,20,232,1645,821.0
6,3,13,246,312,1435,1262.0
6,6,3,268,43,2125,612.0
6,6,8,121,90,1222,859.0
3,4,1,69,290,1615,335.0
3,1,1,253,90,1557,604.0
11,6,13,146,230,1345,100.0
4,6,4,33,20,520,134.0
10,5,14,108,80,1845,569.0
6,2,14,264,109,1155,284.0
9,3,13,148,246,1645,1020.0
10,4,4,200,20,1505,692.0
9,1,4,97,235,1600,235.0
7,1,13,213,200,1700,1066.0
5,4,1,90,282,1016,247.0
2,2,2,181,17,1935,2345.0
5,6,13,55,200,1045,787.0
3,2,1,224,69,930,651.0
12,2,4,181,230,1759,2486.0
8,7,13,204,43,640,861.0
4,1,11,171,88,716,357.0
1,4,8,90,340,1035,280.0
2,2,1,69,200,1624,468.0
7,6,1,282,90,1933,247.0
12,3,4,227,20,1917,317.0
8,5,4,223,199,2150,393.0
1,3,11,293,282,850,1482.0
11,4,8,90,217,1530,539.0
12,2,8,246,299,1105,621.0
6,4,8,90,265,1444,835.0
10,4,12,279,154,1805,891.0
9,1,8,235,97,1435,235.0
5,4,2,181,17,1955,2345.0
8,1,11,223,290,2000,604.0
3,4,14,235,131,1951,173.0
10,3,8,235,326,1020,585.0
1,4,11,316,180,1640,696.0
9,1,13,206,84,1525,423.0
8,3,11,291,38,2306,93.0
12,7,14,43,235,1940,867.0
3,3,1,41,90,600,631.0
4,2,14,235,96,915,299.0
9,3,14,86,199,1348,949.0
11,6,1,108,212,500,1085.0
12,5,2,235,291,1750,1721.0
12,5,13,84,89,1145,651.0
3,5,5,86,89,1843,1476.0
11,5,13,89,213,2055,896.0
7,6,1,90,69,1010,936.0
6,4,7,175,145,700,163.0
6,6,4,223,337,1454,1058.0
7,4,9,281,156,806,1303.0
3,3,13,181,246,1955,370.0
9,1,0,340,20,1555,589.0
2,2,4,20,23,1215,164.0
1,3,13,190,147,610,1428.0
11,5,1,108,212,1227,1085.0
9,5,4,170,302,1859,1990.0
4,7,14,80,169,1236,589.0
2,1,12,157,236,1837,1201.0
10,4,0,80,189,600,585.0
10,7,1,212,109,1932,1085.0
2,2,1,223,90,500,852.0
10,1,13,84,312,1440,546.0
3,2,4,206,20,713,332.0
3,4,0,190,159,2050,500.0
5,4,12,67,117,810,1062.0
9,3,1,90,235,1456,802.0
1,5,9,157,178,1554,1222.0
9,3,7,146,230,1430,100.0
6,6,10,41,69,1001,328.0
12,2,12,89,166,1534,406.0
2,1,1,69,271,2100,257.0
2,1,12,293,154,1115,2419.0
3,4,1,245,291,1904,2378.0
4,4,13,302,246,1215,507.0
12,6,12,157,245,1225,1325.0
2,5,1,235,43,1524,867.0
3,5,6,80,337,1526,600.0
8,1,14,67,245,800,363.0
4,2,3,43,301,2030,1674.0
10,1,4,291,20,1555,2182.0
9,7,13,179,312,700,1371.0
8,6,11,293,54,830,326.0
7,7,4,20,224,1551,425.0
5,5,0,190,41,1715,764.0
12,2,8,90,197,1953,309.0
3,7,12,89,41,1749,1014.0
1,7,13,148,200,1345,849.0
5,1,11,30,293,1335,238.0
6,7,0,170,168,1810,828.0
11,7,7,192,145,1110,102.0
1,5,1,190,69,1134,544.0
12,3,4,200,20,715,692.0
3,3,10,253,69,726,488.0
6,6,11,90,128,1442,773.0
8,7,13,41,302,1410,1404.0
4,7,4,179,20,2205,1747.0
6,7,2,90,291,1745,1660.0
5,5,12,108,20,1515,746.0
10,3,4,109,20,725,646.0
2,1,12,181,154,1305,2288.0
10,3,10,271,69,1456,257.0
10,2,1,242,245,648,951.0
11,5,2,291,117,1359,2717.0
6,1,0,169,189,1925,833.0
4,3,1,124,246,1520,1020.0
10,3,7,146,190,1150,2569.0
6,2,7,229,191,945,2457.0
11,3,6,249,21,2018,1173.0
9,1,9,201,235,1825,1005.0
3,4,13,229,54,1350,325.0
3,1,1,327,246,525,110.0
1,7,4,20,223,620,907.0
3,7,1,90,200,916,985.0
3,5,12,291,89,1620,1024.0
7,3,1,200,235,713,403.0
3,1,14,41,189,1200,764.0
5,6,9,55,301,2225,1565.0
11,4,13,224,203,1320,825.0
6,7,12,179,180,2037,236.0
5,3,1,90,246,1320,868.0
3,7,6,41,168,725,483.0
12,5,0,20,62,1510,457.0
9,3,0,62,189,640,305.0
10,4,8,96,246,530,1150.0
7,7,9,200,180,2058,1363.0
11,1,11,281,299,824,417.0
11,2,0,97,14,1506,489.0
2,4,4,89,223,1140,680.0
6,6,8,90,265,811,835.0
7,6,9,201,224,2335,551.0
12,7,9,179,274,1818,345.0
3,2,13,41,245,1030,675.0
10,2,4,181,302,710,590.0
9,4,12,157,90,1620,224.0
12,5,1,90,291,1219,1660.0
9,3,13,281,41,635,1751.0
2,7,4,302,223,1415,991.0
10,7,2,291,230,905,2640.0
9,1,2,291,54,1926,937.0
4,7,13,84,323,710,917.0
9,5,13,204,227,1835,738.0
5,2,13,89,55,720,1491.0
3,5,14,162,109,1200,645.0
1,2,11,130,235,1040,173.0
11,6,4,212,169,1905,1089.0
8,5,4,201,20,1759,404.0
4,1,4,200,97,1800,629.0
2,3,12,235,156,1604,925.0
7,1,13,246,89,1000,602.0
5,7,12,157,22,2230,140.0
7,4,7,192,145,830,102.0
2,3,12,108,80,1925,569.0
3,7,11,327,306,1739,417.0
2,3,6,311,25,1452,1259.0
2,5,12,108,154,2157,212.0
6,2,3,320,43,600,265.0
5,4,13,181,327,1045,451.0
10,5,11,111,235,1420,557.0
7,7,1,223,235,1751,334.0
6,7,13,231,178,635,986.0
10,5,13,179,246,545,255.0
4,6,8,103,235,1325,1236.0
11,5,2,293,169,620,2586.0
4,7,3,242,180,2016,2330.0
6,4,4,20,55,1510,577.0
6,1,0,31,97,751,378.0
8,6,13,281,22,800,1164.0
12,7,14,80,43,1803,752.0
1,7,13,116,20,925,581.0
5,7,8,90,300,2243,229.0
8,6,3,86,117,1625,899.0
3,6,3,279,169,715,1074.0
1,5,11,47,223,1056,114.0
9,5,13,201,262,2020,1072.0
12,2,11,266,293,1814,199.0
8,4,4,86,20,1212,547.0
6,4,8,90,150,2110,603.0
3,4,12,181,323,900,2158.0
5,6,2,43,291,1730,2496.0
4,2,13,232,89,705,472.0
8,1,2,243,180,1318,834.0
1,6,10,189,69,700,729.0
8,5,8,235,312,1228,258.0
1,1,13,150,147,1410,277.0
5,5,13,89,302,1850,391.0
10,2,12,293,235,1331,1846.0
4,1,14,43,189,700,184.0
9,5,11,181,274,1300,391.0
7,2,7,146,191,1246,102.0
4,5,13,179,203,755,1521.0
11,4,1,90,89,1237,641.0
5,1,6,148,263,1122,1181.0
12,7,9,20,301,2048,1547.0
9,6,12,181,89,1850,862.0
6,6,4,179,20,1720,1747.0
9,3,13,168,20,1440,341.0
3,3,11,19,89,1845,125.0
11,7,14,245,110,820,1121.0
6,5,12,155,291,1235,2306.0
4,1,4,201,180,1935,2218.0
10,6,12,108,41,1158,748.0
12,6,12,27,154,600,325.0
12,1,13,54,246,1950,369.0
4,4,1,235,90,815,802.0
10,5,4,271,20,810,481.0
1,4,12,90,293,630,1464.0
6,7,4,282,180,700,1211.0
7,6,11,90,128,821,773.0
5,4,13,201,22,1745,994.0
6,1,2,306,291,1024,978.0
7,6,10,12,69,710,140.0
1,2,4,20,150,1759,151.0
7,1,8,64,235,1125,196.0
5,4,13,201,235,1440,1005.0
6,4,5,89,312,1124,770.0
6,7,9,301,20,1620,1547.0
11,3,14,70,169,1426,483.0
4,1,0,20,228,1105,399.0
4,4,1,246,245,1011,2075.0
4,3,1,116,69,600,632.0
12,6,13,190,20,715,762.0
10,5,12,89,205,1840,872.0
10,5,1,246,86,901,1979.0
6,3,11,89,197,1000,563.0
4,3,4,302,268,1130,1823.0
6,7,1,162,90,1535,761.0
2,7,13,281,147,655,1313.0
6,4,13,86,41,1525,562.0
3,4,13,22,178,1000,1090.0
4,7,13,182,89,745,456.0
4,5,1,268,212,641,700.0
6,1,1,90,299,1029,1438.0
3,6,13,212,89,2020,1709.0
9,7,13,232,89,1605,472.0
3,1,8,236,212,1755,802.0
11,7,13,279,213,1610,1183.0
1,3,6,285,249,2010,973.0
12,7,11,162,235,1329,177.0
11,1,14,86,268,840,227.0
12,2,13,54,246,1950,369.0
8,1,13,191,229,1250,353.0
9,5,4,170,180,900,2475.0
4,1,5,245,279,1700,993.0
9,5,8,246,267,1055,893.0
11,3,1,169,69,936,328.0
2,4,11,89,196,1116,768.0
2,6,4,179,97,1550,1749.0
12,1,12,116,156,615,966.0
12,3,1,286,246,1255,509.0
5,2,13,97,89,1410,1123.0
5,1,13,22,41,1640,756.0
3,3,11,89,98,830,638.0
2,7,13,204,189,1930,725.0
4,4,12,108,235,1307,719.0
7,4,13,291,89,1810,1024.0
10,3,12,146,180,1310,2556.0
6,7,0,86,80,1008,411.0
8,5,13,204,312,945,251.0
9,2,4,337,20,1102,250.0
12,6,4,43,279,730,1249.0
1,1,4,20,167,2010,341.0
4,4,13,312,41,1945,272.0
7,3,1,251,90,720,1067.0
3,7,12,181,89,500,862.0
9,7,4,86,20,900,547.0
1,5,5,201,213,850,1066.0
11,6,13,327,89,1035,639.0
9,2,10,69,63,1305,168.0
7,1,13,246,293,2030,651.0
7,1,3,43,189,1930,184.0
3,4,13,89,200,1850,1546.0
6,5,5,223,245,2104,980.0
12,7,12,235,109,2005,719.0
3,1,6,244,223,1455,1386.0
4,6,2,291,178,1255,867.0
12,4,13,41,299,1455,1947.0
9,1,1,235,312,1616,258.0
12,4,13,179,161,1100,1590.0
8,7,3,224,43,947,1368.0
7,2,13,148,246,805,1020.0
6,2,12,179,156,1515,1222.0
7,2,3,86,200,1200,759.0
2,2,4,90,43,1210,1562.0
11,3,1,69,268,2052,130.0
4,2,9,116,70,2120,973.0
6,6,4,314,20,1325,1599.0
6,4,2,89,291,1858,1024.0
12,1,9,157,55,555,1235.0
11,1,3,242,43,1500,1197.0
5,5,1,246,69,500,1773.0
10,3,13,282,281,725,1129.0
10,1,13,229,243,1745,543.0
9,6,4,108,20,815,746.0
4,1,11,291,42,1930,399.0
11,2,4,20,268,1442,356.0
8,1,8,90,194,809,396.0
2,7,4,281,302,615,626.0
8,5,11,105,302,1248,618.0
6,5,1,86,43,1158,399.0
8,6,9,181,235,110,1744.0
7,5,11,70,97,1600,155.0
9,5,3,170,180,630,2475.0
9,5,12,243,235,701,1739.0
4,1,4,179,97,1015,1749.0
6,2,1,326,69,700,842.0
10,4,13,312,200,1310,882.0
9,7,11,293,306,1801,372.0
5,7,8,86,70,1459,323.0
3,6,13,155,89,1825,1452.0
12,7,4,323,20,1511,406.0
7,3,8,111,90,1117,968.0
8,3,0,69,189,900,544.0
7,1,13,246,274,2140,601.0
1,3,9,179,97,1200,1749.0
10,4,12,97,156,840,1075.0
8,7,11,291,42,728,399.0
8,6,3,22,43,1410,1698.0
3,6,4,43,90,1445,1562.0
11,7,4,2,20,1400,1269.0
1,1,13,246,190,1235,355.0
2,4,9,116,69,1955,632.0
4,5,10,69,253,2015,488.0
1,4,4,246,302,1959,507.0
9,5,12,235,293,1650,1846.0
3,1,13,86,224,1110,969.0
3,2,13,84,234,1800,1200.0
4,4,5,90,203,1337,797.0
10,3,11,243,291,705,129.0
10,5,6,271,249,1635,731.0
7,2,11,158,89,610,420.0
9,3,12,235,20,1831,606.0
3,6,13,246,178,2325,255.0
4,2,14,86,53,2218,296.0
7,7,4,179,291,600,867.0
8,2,11,246,120,945,1081.0
3,7,9,190,212,951,1096.0
10,5,13,251,312,1330,554.0
1,3,13,148,246,1155,1020.0
12,6,13,41,312,735,272.0
11,7,9,108,20,1311,746.0
3,6,1,90,281,721,1171.0
10,6,8,312,235,1358,258.0
11,3,1,63,69,918,168.0
11,2,12,108,200,1010,937.0
6,3,13,190,224,1400,1183.0
4,7,7,146,165,1940,216.0
11,2,0,170,63,2000,636.0
5,6,13,246,223,1820,1276.0
8,2,12,157,20,745,689.0
4,2,4,97,189,1820,502.0
12,3,14,268,169,1726,427.0
5,1,8,127,90,1239,773.0
12,7,12,308,140,950,129.0
11,7,12,281,293,1715,447.0
3,4,1,90,22,2100,190.0
7,4,5,291,89,1124,1024.0
3,4,11,157,197,1420,429.0
8,5,13,236,55,1940,159.0
2,7,1,90,86,1527,1192.0
4,4,1,90,43,1745,1562.0
3,3,4,246,169,1225,2153.0
3,3,1,69,262,2229,683.0
4,3,4,27,20,710,859.0
5,1,13,190,312,1300,888.0
6,3,1,32,245,554,473.0
1,4,8,27,235,1656,783.0
12,6,11,221,223,1440,228.0
1,4,3,179,169,1146,2248.0
8,4,14,86,41,1006,562.0
7,6,13,89,27,1305,1671.0
7,6,11,19,90,1142,701.0
6,1,8,216,90,1825,293.0
8,7,11,35,89,1042,455.0
12,2,4,20,200,1525,404.0
7,6,8,90,231,1513,175.0
6,4,2,291,97,2145,1927.0
4,3,13,299,281,830,417.0
3,2,2,124,281,700,1027.0
6,3,12,279,235,1638,1120.0
8,7,11,198,90,500,309.0
6,3,12,80,156,700,871.0
2,2,5,116,163,1751,1092.0
7,1,1,207,90,724,469.0
8,7,10,158,90,1430,328.0
8,6,13,41,63,1505,439.0
8,2,13,99,41,1610,401.0
6,7,4,43,224,1115,1368.0
4,2,12,235,328,2003,224.0
9,7,13,243,229,1215,543.0
8,5,11,299,180,1418,308.0
10,6,2,179,291,1100,867.0
5,1,11,286,243,1350,722.0
8,6,12,235,274,1950,1671.0
9,5,1,245,246,1040,2075.0
1,2,13,169,55,1400,663.0
6,7,8,90,1,1231,158.0
1,2,7,192,145,948,102.0
9,1,4,133,97,632,120.0
9,3,4,97,223,1950,528.0
10,4,13,146,178,810,2762.0
10,4,13,299,281,1530,417.0
5,6,9,162,117,637,1005.0
12,4,11,293,30,2103,238.0
9,4,13,262,203,725,842.0
3,4,13,232,203,1105,423.0
6,4,2,259,172,1221,123.0
3,7,11,293,238,1129,412.0
5,4,12,89,109,1900,1605.0
8,6,4,323,97,1335,983.0
3,4,13,20,271,1555,481.0
12,5,4,23,20,1840,164.0
10,1,13,200,22,555,650.0
3,4,3,170,53,2159,301.0
12,5,4,223,63,910,1087.0
10,2,11,257,291,1745,172.0
11,6,1,235,86,1148,612.0
8,7,6,116,161,1030,1005.0
5,3,12,181,200,2255,2218.0
2,4,4,20,291,1920,2182.0
5,2,1,312,90,1109,550.0
11,2,11,181,293,1459,337.0
3,4,10,86,41,654,562.0
10,4,12,89,42,1925,649.0
1,5,13,89,22,640,775.0
3,4,1,323,90,1754,929.0
10,6,12,235,67,2135,316.0
4,4,11,246,326,1545,935.0
4,1,11,181,2,2100,677.0
6,3,13,281,299,1700,417.0
5,5,13,53,55,950,281.0
4,4,12,41,89,800,1014.0
12,1,5,246,178,1714,255.0
10,1,4,190,20,900,762.0
12,7,7,181,145,915,2556.0
4,6,9,201,43,500,1121.0
1,4,4,170,246,700,2153.0
1,2,11,215,235,1055,139.0
1,3,3,20,117,700,581.0
11,1,10,169,86,1218,634.0
4,7,4,291,246,1520,1107.0
2,1,10,86,245,1648,119.0
9,3,4,190,199,1055,1107.0
12,3,4,314,20,1530,1599.0
7,1,11,181,282,930,1211.0
3,6,13,312,251,1400,554.0
5,3,4,302,243,1530,630.0
12,7,0,283,223,1510,1092.0
8,7,13,179,282,1925,1069.0
12,5,4,190,224,1929,1183.0
6,6,13,262,86,1310,356.0
1,3,1,181,212,1100,2342.0
1,7,1,90,86,706,1192.0
8,2,13,201,14,1040,1073.0
1,4,13,74,178,1355,604.0
9,3,4,282,180,1600,1211.0
3,5,4,291,180,610,954.0
10,6,5,179,200,2303,2039.0
7,5,7,175,191,945,263.0
4,2,3,43,268,2139,612.0
3,1,11,137,291,1552,512.0
10,4,0,271,223,715,970.0
6,4,1,281,69,1139,2077.0
10,3,13,43,203,720,861.0
4,5,6,0,292,630,882.0
5,2,13,282,84,1315,247.0
1,7,13,158,89,2020,420.0
2,5,4,181,174,1550,2504.0
6,1,11,302,243,800,630.0
11,1,14,190,290,1030,659.0
10,6,1,41,212,531,806.0
7,1,1,200,69,1620,808.0
10,1,1,235,156,805,925.0
5,7,13,179,156,935,1222.0
5,2,4,97,245,1020,453.0
5,7,13,179,199,535,1139.0
7,6,1,276,69,600,573.0
3,3,13,89,302,825,391.0
2,5,13,89,223,1150,680.0
12,5,11,274,180,640,391.0
8,6,11,317,235,615,436.0
8,1,8,90,75,1524,490.0
3,6,5,212,80,700,948.0
12,6,4,327,20,600,1541.0
6,7,11,112,180,603,209.0
11,5,13,135,41,1200,265.0
8,6,2,291,42,1232,399.0
2,1,2,291,109,625,2402.0
9,4,1,86,312,1535,719.0
10,2,10,69,285,920,534.0
5,1,4,223,35,2148,748.0
9,4,4,97,109,1745,488.0
9,1,4,302,42,1100,290.0
9,7,1,246,178,2040,255.0
5,5,5,157,89,933,862.0
7,4,1,190,86,1730,214.0
12,3,11,119,89,1715,483.0
8,2,9,227,97,1301,636.0
10,6,6,332,337,1711,395.0
11,1,4,97,199,1510,629.0
8,5,11,89,193,2027,423.0
5,3,1,212,200,1720,192.0
2,2,12,243,235,712,1739.0
11,1,12,235,251,1045,413.0
1,3,1,246,245,944,2075.0
7,6,11,235,232,1610,416.0
12,1,0,113,20,1119,331.0
11,7,2,291,313,1201,618.0
3,6,12,22,154,715,1297.0
12,7,10,69,253,1106,488.0
7,1,3,27,180,1846,2527.0
7,6,11,181,2,2040,677.0
7,7,13,162,178,1600,1590.0
8,1,1,268,69,2011,130.0
5,3,8,246,340,1600,1023.0
3,7,11,281,293,2020,447.0
3,4,1,90,22,2215,190.0
1,3,13,306,89,1630,846.0
11,6,13,282,55,545,1407.0
1,6,4,181,169,1500,2475.0
2,4,3,224,169,1959,1182.0
9,2,12,23,89,1635,1248.0
11,2,13,304,125,1535,649.0
6,3,1,291,69,2359,2279.0
10,1,11,235,294,854,438.0
12,5,10,33,90,1738,597.0
10,7,11,302,291,724,689.0
6,3,14,190,86,1925,214.0
4,7,4,20,130,2249,352.0
4,2,1,179,69,1059,1916.0
12,3,4,20,90,710,731.0
9,4,10,211,245,1545,289.0
6,2,13,279,55,630,919.0
10,2,12,67,180,700,2052.0
9,1,13,243,246,1945,1009.0
5,2,4,291,302,2040,689.0
12,7,3,149,242,1515,1056.0
4,3,1,41,245,600,675.0
1,3,11,294,20,1710,563.0
4,4,2,192,291,1312,2701.0
10,7,1,245,90,845,1303.0
2,3,11,89,220,1128,959.0
9,6,14,27,86,1231,313.0
1,6,13,204,84,940,793.0
4,3,4,89,291,1210,1024.0
4,7,4,200,97,620,629.0
7,3,11,302,125,1534,546.0
3,6,1,231,69,604,940.0
4,7,6,23,242,1554,620.0
8,5,4,251,97,1038,201.0
1,1,8,90,216,2241,293.0
7,2,11,94,235,1110,397.0
8,7,5,323,80,1203,773.0
2,7,10,64,86,1046,801.0
6,2,1,69,282,1512,1095.0
12,5,1,243,246,1135,1009.0
11,2,12,268,235,1000,646.0
7,1,13,148,246,1425,1020.0
3,3,14,190,70,1945,479.0
8,5,4,20,213,810,669.0
3,1,11,247,235,630,130.0
3,7,4,20,282,830,874.0
9,5,1,90,86,1012,1192.0
3,7,13,148,2,2250,759.0
10,7,13,246,306,1700,338.0
1,1,11,90,19,1030,701.0
9,3,4,97,55,1512,409.0
5,5,14,67,169,1031,425.0
11,4,11,90,116,1129,853.0
10,2,9,201,69,1342,468.0
6,2,1,235,200,705,1005.0
7,5,6,244,260,1518,1279.0
1,1,13,116,55,2050,925.0
11,7,14,86,169,1256,213.0
12,5,14,235,161,1945,177.0
7,6,2,281,169,2240,2446.0
5,6,12,281,89,707,853.0
8,6,2,243,90,730,1616.0
10,4,4,20,167,2249,341.0
3,7,13,41,312,2250,272.0
7,3,1,90,212,1755,1121.0
9,5,8,182,90,1647,282.0
3,6,12,89,293,1904,967.0
6,3,11,181,222,1155,923.0
8,4,14,153,189,1253,197.0
4,7,9,20,200,500,404.0
1,4,11,213,89,827,896.0
7,4,14,276,109,1018,246.0
12,7,12,235,109,1701,719.0
2,1,12,157,168,1020,817.0
12,1,11,42,180,1530,674.0
10,4,4,302,291,2105,689.0
1,3,13,22,54,1320,1241.0
10,4,12,227,109,1015,550.0
7,1,13,224,84,800,436.0
9,3,1,282,246,840,843.0
11,5,5,268,43,600,612.0
10,2,12,157,22,1620,140.0
8,1,11,97,33,1409,625.0
7,1,1,212,200,1705,192.0
1,7,14,108,268,1200,416.0
1,3,13,229,284,845,263.0
2,7,12,89,243,1145,991.0
10,2,14,43,205,2045,1139.0
10,4,1,90,293,2245,1464.0
7,1,4,20,282,1551,874.0
10,2,1,105,246,1501,952.0
9,3,1,169,69,806,328.0
9,5,4,190,43,1300,184.0
1,3,5,20,200,1918,404.0
6,5,10,90,188,1550,351.0
3,4,13,20,147,1440,696.0
10,5,14,251,268,715,328.0
10,5,4,20,242,1105,545.0
6,7,2,304,291,1500,605.0
1,7,13,148,189,1400,1428.0
2,5,1,97,90,1554,986.0
10,7,10,135,69,855,75.0
3,7,13,246,22,900,872.0
11,1,1,90,181,1639,282.0
7,2,1,69,320,901,603.0
3,5,9,279,301,1634,1150.0
2,1,11,302,144,1100,402.0
12,2,11,235,221,1545,108.0
3,3,5,212,20,700,594.0
3,7,10,188,69,1810,281.0
12,6,13,301,117,1655,1046.0
12,7,3,43,110,800,1373.0
10,7,4,235,20,1556,606.0
10,3,0,11,20,1633,500.0
10,3,8,148,90,1630,247.0
1,4,3,46,200,1855,1129.0
4,2,1,90,180,1400,1235.0
6,5,4,70,20,600,447.0
8,3,13,246,54,1010,369.0
12,5,8,198,90,1826,309.0
9,5,0,232,189,650,1148.0
9,3,14,190,264,2059,269.0
10,4,13,179,180,1450,236.0
7,6,1,181,22,1847,1242.0
9,1,4,20,22,2145,813.0
8,6,2,235,243,800,1739.0
1,1,12,323,89,1015,1506.0
8,7,12,108,89,2027,1605.0
7,3,6,332,244,930,624.0
6,6,8,129,90,1947,500.0
7,1,13,14,89,1300,1610.0
10,2,12,293,291,1850,679.0
2,7,4,80,97,600,229.0
12,7,1,116,86,1356,899.0
1,1,12,22,156,725,140.0
12,4,14,170,80,907,589.0
7,6,14,190,231,1322,1341.0
5,3,11,36,89,600,516.0
3,7,10,134,69,1943,83.0
2,5,13,274,89,1020,804.0
3,5,13,89,274,2250,804.0
4,2,1,41,90,957,631.0
2,1,1,69,279,2036,600.0
8,4,12,232,235,1519,416.0
11,4,4,243,180,1722,834.0
3,2,13,89,67,1255,1201.0
10,4,14,251,189,807,335.0
4,4,10,86,148,1859,234.0
1,4,2,299,291,1240,696.0
6,3,12,293,268,2320,2400.0
8,5,9,179,156,927,1222.0
2,2,8,151,69,1709,333.0
10,4,13,89,104,800,563.0
12,1,11,281,106,1444,850.0
5,5,13,224,86,1645,969.0
5,6,1,323,235,714,1012.0
3,6,12,89,200,2350,1546.0
7,4,13,89,246,550,602.0
3,6,1,69,323,1230,507.0
7,7,4,20,41,1118,214.0
9,7,13,204,290,830,271.0
12,4,2,17,291,1554,1448.0
8,4,1,323,212,1010,204.0
8,3,7,175,145,1905,163.0
12,6,8,212,253,1731,530.0
12,3,11,223,218,2155,449.0
9,6,1,190,212,1731,1096.0
2,6,4,212,20,600,594.0
3,3,6,332,292,1526,511.0
11,6,3,224,169,1735,1182.0
1,4,13,224,84,1645,436.0
8,5,11,181,246,755,370.0
9,1,7,230,178,1030,2695.0
12,4,12,89,282,940,794.0
8,5,1,246,104,2147,347.0
6,3,1,90,326,1945,237.0
1,7,12,20,235,1103,606.0
10,4,12,41,89,1600,1014.0
1,2,4,97,291,1240,1927.0
7,1,12,223,235,800,334.0
12,1,13,312,89,2250,770.0
4,5,4,20,135,1550,306.0
6,7,13,232,178,1930,1099.0
11,6,13,42,89,1255,649.0
6,4,13,229,234,650,362.0
5,3,4,223,22,850,1042.0
7,4,0,320,97,600,374.0
6,2,1,86,168,1359,634.0
9,1,1,212,189,1334,1096.0
3,4,8,169,212,907,335.0
6,5,11,299,180,615,308.0
5,2,5,190,67,1719,419.0
1,3,1,90,279,1918,1017.0
11,7,13,302,84,1715,999.0
10,4,1,201,245,1411,861.0
2,4,9,190,227,955,563.0
10,3,11,90,130,836,500.0
9,4,13,55,283,1950,549.0
9,6,14,43,161,1712,818.0
6,3,11,306,293,2055,372.0
11,5,13,212,163,1620,1113.0
12,4,11,294,235,1120,438.0
1,2,2,293,169,1034,2586.0
7,6,14,224,109,1119,1167.0
12,1,1,43,90,725,1562.0
3,1,4,201,97,1412,957.0
10,5,12,155,178,1240,2065.0
3,3,4,20,67,2250,554.0
4,3,7,191,230,805,2498.0
10,2,10,135,69,959,75.0
3,4,12,279,235,1225,1120.0
9,1,11,328,223,734,376.0
9,2,4,302,234,2300,558.0
10,5,12,55,89,700,1491.0
12,3,14,43,86,1715,399.0
11,7,10,177,86,1718,479.0
1,1,13,53,55,1715,281.0
6,7,8,33,90,617,597.0
7,6,4,245,223,1740,980.0
5,4,11,89,95,1325,251.0
12,5,4,20,80,1539,373.0
8,1,11,291,234,815,956.0
9,1,13,103,22,1320,528.0
8,6,12,89,235,610,888.0
2,2,8,90,150,1515,603.0
5,6,11,97,176,1045,74.0
8,5,13,246,2,2055,328.0
4,6,1,246,281,2037,304.0
4,4,13,232,84,1740,586.0
5,3,4,268,43,1310,612.0
2,1,14,97,235,955,235.0
9,7,4,268,223,600,980.0
3,3,14,86,20,821,547.0
7,4,9,274,180,1227,391.0
4,5,11,246,116,857,119.0
1,1,11,246,231,1950,833.0
12,3,4,17,291,1715,1448.0
6,7,12,157,178,1155,1222.0
2,5,1,235,224,822,837.0
8,6,1,69,234,1837,2078.0
9,5,1,90,22,1200,190.0
9,4,4,41,43,1800,942.0
2,7,0,170,161,1800,665.0
12,7,1,90,253,1700,604.0
12,7,13,323,147,2035,781.0
12,1,4,80,302,805,1450.0
2,2,1,235,180,1845,1744.0
10,7,4,200,20,705,692.0
4,1,13,89,212,1445,1709.0
4,1,13,97,55,1400,409.0
11,1,13,281,41,1410,1751.0
2,7,0,121,20,600,508.0
5,5,4,135,20,1959,153.0
10,7,11,181,313,830,400.0
3,2,12,235,90,1545,802.0
2,6,13,224,203,540,825.0
8,3,13,55,223,835,936.0
10,6,1,246,180,1105,370.0
10,2,8,90,133,2109,134.0
7,5,12,157,282,1758,191.0
12,5,13,327,281,1710,368.0
6,2,13,148,231,1550,419.0
4,5,4,97,224,840,926.0
7,2,14,43,189,1500,184.0
6,3,1,86,43,2200,399.0
6,4,9,108,69,1251,529.0
11,7,9,201,182,1730,823.0
9,7,3,271,43,1430,474.0
11,1,11,293,302,1947,599.0
10,1,14,43,69,1420,728.0
8,5,12,155,293,2205,2419.0
3,7,13,246,281,2005,304.0
10,3,2,291,178,1810,867.0
11,1,11,90,95,2105,674.0
8,2,9,235,156,2042,925.0
