month,day_of_week,op_unique_carrier,origin,dest,crs_dep_time,distance
4,2,12,90,109,1157,1372.0
1,4,1,69,55,710,361.0
11,7,13,213,178,1855,1524.0
7,4,13,55,251,1100,210.0
6,4,13,63,55,1955,472.0
10,6,9,70,178,620,1771.0
3,1,11,291,274,1800,564.0
7,4,10,206,245,1335,875.0
6,1,11,257,246,1500,962.0
12,6,1,90,234,1016,1188.0
1,1,11,218,223,1740,449.0
5,3,9,190,117,1159,1076.0
7,1,1,212,41,1618,806.0
2,5,13,55,20,2010,577.0
8,7,4,170,223,1759,1029.0
10,5,11,223,143,1600,174.0
9,7,3,181,27,1240,2527.0
11,6,0,106,20,600,350.0
11,5,1,69,243,1837,2282.0
10,2,13,124,89,700,836.0
12,6,12,235,230,930,4184.0
9,1,14,63,189,1800,641.0
3,2,14,170,251,1935,340.0
2,7,1,190,69,750,544.0
6,3,12,323,154,900,811.0
8,2,13,251,178,710,1910.0
1,2,0,69,189,1230,544.0
6,4,13,41,69,1000,328.0
1,6,12,89,115,1920,752.0
6,5,14,268,251,1848,328.0
4,2,4,90,97,1135,986.0
12,2,4,212,20,1404,594.0
2,4,1,63,90,1857,987.0
6,3,12,304,235,700,1781.0
10,7,0,62,20,1555,457.0
5,2,1,207,90,2008,469.0
9,4,13,246,147,800,1020.0
12,4,1,90,312,1115,550.0
1,2,4,20,169,2135,760.0
12,5,13,179,282,1800,1069.0
5,5,11,45,20,1309,238.0
5,1,1,246,90,1233,868.0
7,6,1,90,70,1052,926.0
11,5,13,148,200,735,849.0
1,1,11,234,246,1000,325.0
11,3,13,22,234,1615,1196.0
4,1,12,235,293,710,1846.0
8,2,4,200,20,1235,692.0
11,1,9,181,235,937,1744.0
11,2,13,312,86,1305,719.0
6,6,12,157,224,1155,305.0
2,3,8,207,90,1823,469.0
7,3,8,267,246,525,893.0
9,4,8,235,223,1226,334.0
9,7,11,42,243,703,344.0
1,1,11,246,313,1435,699.0
12,4,9,235,178,2153,1514.0
7,2,4,20,129,1234,300.0
1,6,1,90,161,1747,761.0
12,4,6,251,242,745,952.0
11,6,14,283,235,1000,773.0
9,5,12,43,89,2035,1754.0
8,4,1,90,43,2359,1562.0
3,4,13,181,229,2010,337.0
10,2,7,146,165,1935,216.0
7,3,1,281,90,1054,1171.0
6,6,12,245,235,1706,678.0
7,5,1,181,235,2259,1744.0
5,2,11,246,116,1020,119.0
6,6,1,69,212,1445,650.0
10,1,13,20,199,2215,692.0
7,1,1,169,86,709,634.0
12,6,4,181,230,800,2486.0
2,1,4,302,42,936,290.0
12,7,2,291,17,1024,1448.0
12,3,4,20,117,1100,581.0
1,7,13,84,299,1250,1450.0
7,1,11,22,197,1710,294.0
12,6,12,155,156,608,1190.0
7,3,4,170,242,730,1028.0
2,3,14,190,63,1145,641.0
3,2,13,42,229,700,512.0
5,5,12,157,235,1158,925.0
3,5,0,170,161,1459,665.0
12,1,11,35,302,1140,387.0
10,2,11,234,246,1654,325.0
7,6,4,326,20,600,674.0
1,7,12,89,283,953,1414.0
9,7,12,281,293,616,447.0
9,6,13,22,178,800,1090.0
9,3,12,22,235,700,977.0
9,3,4,55,223,1810,936.0
3,1,8,21,69,528,742.0
8,5,1,245,90,1326,1303.0
2,2,13,246,22,1845,872.0
5,7,4,264,20,605,1027.0
12,7,4,323,189,1759,1010.0
5,1,13,201,290,1610,719.0
8,6,11,327,302,1109,601.0
4,5,6,251,249,1929,878.0
9,3,4,20,156,1447,689.0
2,1,14,80,43,906,752.0
12,7,4,20,314,1020,1599.0
3,3,1,262,69,603,683.0
6,6,1,245,235,910,678.0
1,5,4,179,80,2350,1678.0
2,7,3,201,169,1420,944.0
10,5,1,86,189,1142,214.0
12,6,1,90,154,1230,1172.0
1,4,11,302,327,1618,601.0
3,2,14,162,86,1107,500.0
6,6,12,89,268,955,1436.0
4,6,12,179,235,1826,1514.0
12,6,1,69,262,720,683.0
9,6,11,89,296,805,359.0
7,1,13,63,203,1430,745.0
6,2,12,108,242,745,1023.0
10,4,1,41,90,507,631.0
3,4,6,116,41,1032,793.0
6,4,0,190,62,2045,305.0
8,4,1,90,291,2235,1660.0
8,3,4,69,223,1716,930.0
10,6,1,201,69,1142,468.0
1,2,11,42,293,1835,522.0
3,6,11,89,273,2055,260.0
10,7,12,293,156,35,1635.0
4,3,12,246,293,730,651.0
5,7,1,90,157,2236,328.0
12,3,1,69,246,730,1773.0
11,7,1,90,245,1030,1303.0
7,3,13,70,323,1915,829.0
7,1,13,99,147,1905,570.0
4,4,9,116,312,1540,1057.0
1,1,1,22,245,700,1430.0
10,7,5,312,200,1223,882.0
5,2,13,89,96,1250,589.0
8,7,11,340,156,1710,438.0
7,3,13,200,89,1705,533.0
2,1,13,179,327,2000,365.0
11,4,4,179,302,1711,368.0
11,1,11,235,332,720,475.0
4,2,13,70,200,1940,802.0
4,2,8,69,321,2251,386.0
5,3,1,235,245,2037,678.0
7,3,4,157,20,910,689.0
3,5,4,302,205,1400,1262.0
4,5,13,264,55,600,452.0
10,6,13,84,104,1945,562.0
7,5,6,22,80,845,958.0
3,3,11,102,97,1830,332.0
5,2,1,267,90,1300,1514.0
12,7,3,310,43,1200,1220.0
6,7,1,268,246,737,1891.0
7,5,4,181,200,650,2218.0
10,5,12,155,281,1755,2253.0
4,7,4,223,302,2019,991.0
9,7,10,223,86,1754,931.0
5,7,13,312,203,1420,251.0
5,5,4,283,20,821,214.0
5,4,11,235,131,1950,173.0
11,5,11,190,232,845,1148.0
9,5,2,291,304,2208,605.0
9,2,9,291,178,1244,867.0
9,1,4,310,20,1347,444.0
2,6,13,169,41,1710,483.0
2,4,7,146,230,1605,100.0
5,6,11,293,306,915,372.0
7,1,4,116,43,1959,1237.0
7,4,14,70,109,1312,463.0
11,7,12,293,174,930,2367.0
7,6,2,17,235,2355,2846.0
8,1,13,89,161,1215,977.0
6,5,10,203,69,1204,413.0
11,4,1,2,90,615,569.0
4,5,4,116,20,1648,581.0
7,5,4,97,323,1418,983.0
4,6,13,326,178,1045,1076.0
4,1,6,155,168,1837,630.0
7,3,4,323,20,935,406.0
9,4,9,251,178,630,1910.0
1,3,11,340,235,1430,522.0
7,4,1,157,90,1019,224.0
1,4,1,90,281,2047,1171.0
9,4,13,246,203,830,1444.0
5,2,4,20,189,630,762.0
1,5,1,181,169,700,2475.0
10,2,12,306,156,1205,1346.0
10,4,11,288,235,1402,528.0
5,3,4,246,97,2255,1671.0
2,4,0,276,169,1504,264.0
10,4,5,55,20,1911,577.0
4,7,1,69,227,921,157.0
9,5,6,249,136,1456,482.0
7,3,12,279,109,600,1068.0
10,3,4,97,279,850,1084.0
8,6,4,223,268,2015,980.0
6,2,12,89,168,1743,1447.0
12,1,13,246,84,1820,879.0
11,6,10,23,69,1609,91.0
3,2,13,55,199,910,967.0
12,6,5,20,89,1131,1199.0
12,1,4,20,251,1405,526.0
12,6,13,55,43,1225,369.0
6,5,4,291,20,1150,2182.0
8,7,2,181,291,1110,954.0
1,5,10,69,70,917,347.0
9,6,13,22,41,1120,756.0
8,4,5,20,90,1016,731.0
8,1,8,274,246,935,601.0
3,7,13,312,117,600,1057.0
7,7,12,90,109,1721,1372.0
2,5,12,167,89,1435,406.0
9,4,1,69,268,1903,130.0
2,5,13,299,234,1710,333.0
12,3,9,224,117,1013,674.0
11,5,12,190,89,1000,1620.0
5,2,13,281,304,1200,480.0
7,5,12,157,2,2018,744.0
5,7,12,69,89,830,1337.0
12,7,13,158,178,1155,986.0
6,1,12,22,235,900,977.0
6,7,13,246,180,2140,370.0
4,4,11,222,302,1230,436.0
10,5,11,286,293,1600,190.0
6,7,7,146,293,1400,2398.0
2,1,8,294,235,1715,438.0
2,7,1,323,212,700,204.0
3,7,12,282,156,1415,191.0
1,7,4,302,55,2315,1865.0
4,5,13,200,20,710,692.0
6,6,13,246,180,2145,370.0
4,4,10,86,221,1231,707.0
2,1,4,302,180,1100,590.0
8,1,0,80,97,1358,229.0
3,7,2,17,291,600,1448.0
5,2,12,190,156,1350,1416.0
5,6,8,22,90,1540,190.0
10,2,1,90,242,1112,1102.0
8,2,5,179,169,2128,2248.0
12,6,1,262,69,1508,683.0
12,7,13,43,89,1220,1754.0
5,6,2,89,17,835,2405.0
11,1,13,20,189,615,762.0
4,2,12,235,293,1820,1846.0
10,2,10,245,268,2100,337.0
10,5,11,293,257,2047,620.0
6,1,10,213,86,1326,634.0
12,7,13,204,312,1305,251.0
5,5,11,235,23,1820,536.0
9,4,2,146,281,2246,2614.0
11,4,14,312,109,1200,872.0
11,1,13,55,262,1300,327.0
6,7,13,20,86,620,547.0
6,1,1,251,212,632,1013.0
7,1,9,108,282,740,1569.0
4,5,13,246,55,1310,1999.0
3,3,13,224,147,1925,302.0
10,3,13,148,197,2045,441.0
4,2,1,326,90,1642,237.0
10,2,7,192,145,1035,102.0
10,4,4,69,223,605,930.0
8,2,1,212,20,2010,594.0
5,4,13,323,161,1540,837.0
5,6,4,20,321,1831,223.0
5,5,3,41,43,620,942.0
2,5,8,158,90,730,328.0
11,6,11,327,293,800,751.0
6,3,10,245,320,2101,228.0
5,7,3,279,169,2109,1074.0
3,2,0,20,138,2105,241.0
1,2,2,246,291,700,1107.0
7,1,12,67,109,1920,404.0
2,3,12,293,41,2235,1969.0
3,7,12,293,191,845,2447.0
6,6,13,191,299,655,324.0
3,2,1,69,96,1142,815.0
8,3,10,69,215,1440,674.0
5,4,12,235,53,1410,474.0
3,2,13,310,84,1255,934.0
11,6,13,201,251,640,834.0
6,2,4,20,63,1034,259.0
5,6,1,90,245,1914,1303.0
7,6,1,251,69,1347,366.0
11,7,13,204,178,1440,1521.0
12,1,1,108,212,1246,1085.0
7,7,9,108,200,1620,937.0
1,7,8,148,90,600,247.0
12,7,12,108,200,805,937.0
6,2,13,204,86,1210,601.0
9,1,6,116,332,1348,709.0
11,4,4,213,20,1148,669.0
11,7,8,90,187,1009,785.0
9,4,11,90,150,1010,603.0
12,2,13,235,84,1635,798.0
8,2,11,41,22,1815,756.0
3,3,13,84,283,910,914.0
11,1,11,97,176,2120,74.0
6,7,13,89,268,1940,1436.0
9,2,4,246,291,1130,1107.0
8,1,12,108,154,1910,212.0
7,2,12,43,180,1841,2611.0
5,3,13,89,192,1155,771.0
7,7,1,90,67,1901,1021.0
12,7,4,190,43,700,184.0
5,2,4,302,246,1740,507.0
9,7,1,251,90,1904,1067.0
9,7,13,200,246,815,1044.0
2,3,13,179,304,1800,397.0
1,1,10,41,69,1835,328.0
9,7,0,223,236,1251,1045.0
5,3,1,323,69,605,507.0
11,1,13,55,147,1530,1246.0
2,2,12,304,89,535,909.0
1,2,13,293,180,1645,337.0
3,5,0,62,189,629,305.0
7,1,12,291,109,1205,2402.0
10,4,5,235,69,705,599.0
6,5,13,227,251,1320,475.0
9,1,13,212,41,1435,806.0
4,5,13,224,147,1020,302.0
4,3,3,170,261,1635,2378.0
6,7,6,103,178,2245,583.0
9,5,14,70,43,1659,640.0
6,4,11,181,304,655,373.0
7,7,12,291,293,716,679.0
7,6,4,97,213,830,237.0
3,5,9,301,200,545,1189.0
5,6,1,268,245,1125,337.0
12,3,12,89,41,1350,1014.0
9,4,12,103,89,645,563.0
11,5,5,293,234,1338,363.0
4,1,4,43,235,1415,867.0
3,1,13,281,229,1815,446.0
8,3,1,200,90,1703,460.0
6,1,4,223,86,1843,931.0
6,7,4,108,20,1959,746.0
7,3,11,90,280,830,551.0
6,1,11,157,19,1200,913.0
2,7,1,90,223,1523,852.0
5,6,3,181,178,1800,236.0
9,4,6,244,122,800,986.0
8,7,11,235,205,1415,491.0
6,4,4,20,214,1215,442.0
12,6,5,201,245,1130,861.0
5,7,13,281,229,1135,446.0
9,7,12,201,235,1806,1005.0
8,1,1,293,69,508,2296.0
9,4,13,116,55,1515,925.0
11,1,4,20,33,950,134.0
2,3,9,201,69,1612,468.0
12,4,12,157,243,937,1825.0
1,3,1,90,205,2057,431.0
5,6,11,270,223,1654,190.0
1,2,3,323,169,835,1005.0
11,3,3,170,180,1555,2475.0
4,3,0,86,80,1945,411.0
1,4,0,170,223,650,1029.0
6,7,4,80,200,734,757.0
12,4,13,229,54,1945,325.0
2,2,11,299,22,1051,1476.0
4,4,8,300,90,500,229.0
11,3,11,246,181,2040,588.0
3,3,13,200,203,845,405.0
9,4,5,67,117,800,1062.0
9,4,14,245,70,2107,406.0
6,6,8,182,90,1438,282.0
1,6,1,69,312,737,575.0
2,4,5,80,212,1423,948.0
10,7,12,157,235,1420,925.0
11,5,12,246,89,1745,602.0
7,4,13,41,178,905,1587.0
3,6,3,179,180,2152,236.0
12,6,13,299,203,640,1838.0
7,3,13,306,304,645,404.0
10,6,0,170,55,1455,184.0
8,6,13,74,147,615,829.0
9,4,10,69,136,939,75.0
9,4,13,229,281,2005,446.0
12,4,9,97,200,1737,957.0
10,7,1,268,90,629,1061.0
12,2,13,246,84,1820,879.0
12,5,7,146,174,1650,163.0
11,3,12,279,156,700,861.0
10,2,3,201,43,630,1121.0
6,2,4,323,43,1117,1185.0
3,6,1,268,212,835,700.0
7,4,12,67,89,1120,1201.0
4,3,10,69,100,1335,437.0
12,7,4,86,223,820,931.0
2,2,1,302,212,1424,2088.0
3,2,4,20,261,955,1840.0
9,5,13,293,89,1140,967.0
3,5,3,224,169,952,1182.0
3,5,13,84,22,1110,189.0
9,4,4,282,20,1407,874.0
3,7,3,170,242,1630,1028.0
5,7,9,55,323,525,842.0
1,5,1,181,86,1250,2311.0
6,1,13,200,55,620,967.0
11,6,2,281,243,1119,933.0
6,2,13,97,89,530,1123.0
3,6,11,213,235,1600,67.0
6,5,13,306,304,1320,404.0
12,4,11,268,22,710,1162.0
2,4,10,294,69,1839,708.0
6,6,9,179,205,1144,1416.0
1,5,12,302,89,1800,391.0
1,5,8,90,33,706,597.0
2,3,12,108,63,2135,628.0
3,1,13,89,161,2125,977.0
7,2,6,244,285,1100,1049.0
7,3,12,157,301,1505,2007.0
10,3,4,302,281,2255,626.0
5,3,4,97,279,1815,1084.0
9,1,12,89,246,1130,602.0
10,5,10,58,69,1912,394.0
6,5,3,201,43,1640,1121.0
7,1,3,301,200,1045,1189.0
4,4,4,224,180,1820,1670.0
10,3,8,90,205,1640,431.0
9,2,2,287,17,815,626.0
1,4,12,108,63,2025,628.0
10,5,1,212,200,1850,192.0
10,4,13,224,89,1645,1062.0
10,5,13,201,20,1750,404.0
9,4,11,246,54,740,369.0
4,2,13,84,246,1915,879.0
10,1,1,179,90,700,1055.0
10,3,13,229,203,620,1844.0
10,3,12,135,235,630,577.0
4,7,13,179,147,935,1235.0
4,1,8,90,1,909,158.0
11,4,1,86,43,1102,399.0
5,1,6,292,294,1523,914.0
3,5,4,83,20,1137,366.0
12,7,11,181,243,930,834.0
2,2,13,20,55,2125,577.0
10,7,13,179,55,1820,2106.0
10,3,1,179,246,1216,255.0
5,7,2,312,291,1436,1709.0
1,7,1,90,192,1635,304.0
9,1,3,86,43,1530,399.0
5,2,13,181,199,600,1363.0
3,3,1,221,246,713,1396.0
7,4,13,84,199,1110,461.0
10,7,13,201,178,1800,2039.0
5,4,4,20,109,2059,746.0
6,3,13,84,246,1825,879.0
10,3,4,20,134,921,640.0
9,7,11,133,97,1014,120.0
4,3,0,332,20,730,152.0
9,5,4,243,97,1120,1953.0
11,5,1,170,212,1605,1089.0
3,7,5,212,203,530,1182.0
10,3,13,312,43,1320,1047.0
8,1,0,236,189,1725,296.0
9,7,11,267,293,600,462.0
10,3,2,108,180,1959,2454.0
3,7,14,276,235,627,528.0
12,6,12,124,235,2344,1498.0
12,7,4,116,43,700,1237.0
6,5,2,293,291,705,679.0
10,1,5,201,20,2015,404.0
7,4,12,235,109,1422,719.0
11,3,4,291,22,1115,1770.0
8,6,1,146,246,2127,2917.0
6,3,1,86,41,2000,562.0
7,7,1,90,223,2121,852.0
8,7,13,67,312,1945,487.0
8,4,0,63,169,1100,636.0
1,4,13,224,86,1640,969.0
11,4,13,299,274,805,188.0
12,2,4,274,302,600,422.0
3,7,1,69,281,710,2077.0
10,4,11,293,304,830,86.0
5,7,13,33,178,1430,1618.0
7,5,12,190,156,1234,1416.0
12,5,11,59,302,1900,221.0
10,6,1,30,246,1601,425.0
2,4,4,190,200,2035,950.0
8,3,13,89,223,1350,680.0
2,5,13,293,180,800,337.0
3,1,3,237,279,1559,1220.0
3,7,12,97,89,1625,1123.0
8,4,11,185,89,1220,280.0
7,1,4,223,323,1259,1306.0
1,5,13,179,327,1300,365.0
3,2,1,201,235,700,1005.0
6,4,1,235,291,1715,1721.0
10,5,1,281,69,1204,2077.0
2,5,12,284,293,725,262.0
8,7,13,246,53,1555,1912.0
4,2,4,97,22,2040,1149.0
4,1,8,90,340,719,280.0
9,7,12,181,235,2325,1744.0
4,1,3,170,200,1755,944.0
8,1,13,55,167,1630,888.0
10,6,11,170,41,1929,765.0
8,5,13,234,299,905,333.0
10,4,12,155,235,1734,588.0
6,3,1,245,69,1839,449.0
8,7,14,268,41,847,442.0
6,3,8,90,33,1540,597.0
4,3,11,223,67,1300,622.0
10,2,4,282,302,655,1087.0
6,1,4,97,22,1259,1149.0
8,2,11,2,89,1054,349.0
7,5,2,89,291,1314,1024.0
9,6,12,181,109,2055,2454.0
11,5,13,89,199,825,533.0
4,1,8,158,86,1422,1110.0
3,7,11,265,223,1145,489.0
5,2,2,291,234,1332,956.0
12,2,12,89,180,1906,862.0
10,6,12,246,235,700,1440.0
5,3,1,246,282,1240,843.0
2,3,12,157,89,1625,862.0
1,1,11,281,42,1925,749.0
12,7,4,293,180,920,337.0
4,3,12,179,109,1348,2227.0
12,3,5,103,178,2047,583.0
9,3,14,97,109,1602,488.0
4,1,0,20,61,1728,106.0
8,7,12,89,166,1615,406.0
5,1,12,293,178,1756,414.0
5,5,12,293,180,1415,337.0
2,7,11,340,89,1659,616.0
11,1,4,253,20,701,271.0
7,6,11,299,302,1700,584.0
7,4,8,90,48,827,482.0
9,6,10,213,86,620,634.0
2,7,3,190,117,1635,1076.0
11,4,0,332,20,1424,152.0
9,3,10,283,86,1110,519.0
5,1,1,67,245,1633,363.0
2,4,10,90,33,2058,597.0
4,4,1,90,113,814,1313.0
11,4,11,304,246,1620,647.0
7,1,13,246,22,2025,872.0
3,1,13,229,230,920,2349.0
4,2,4,282,302,710,1087.0
8,4,13,41,100,1245,401.0
8,7,1,160,69,1247,185.0
10,2,1,89,245,700,1558.0
3,5,13,86,203,600,601.0
7,2,4,20,117,1959,581.0
8,2,13,146,174,620,163.0
6,2,11,54,293,830,326.0
5,4,12,281,293,1918,447.0
4,7,11,326,246,1834,935.0
3,2,13,291,178,615,867.0
7,4,2,281,291,1255,1050.0
9,1,13,148,246,1640,1020.0
10,3,1,55,235,600,622.0
2,3,8,169,212,1510,335.0
8,1,12,302,109,1153,1969.0
9,5,13,179,306,1005,226.0
6,5,12,97,109,1045,488.0
11,7,12,89,128,1125,212.0
6,2,13,89,2,1525,349.0
4,2,5,103,89,1442,563.0
1,4,12,293,174,910,2367.0
10,1,10,69,130,1517,577.0
8,1,1,69,231,1126,940.0
4,3,13,290,200,600,719.0
2,6,4,20,109,2056,746.0
8,7,11,181,266,1314,501.0
12,1,1,69,251,749,366.0
3,4,11,247,235,630,130.0
7,5,12,108,235,600,719.0
1,2,4,146,291,2210,2677.0
10,5,10,211,69,1701,737.0
5,4,13,261,229,630,418.0
8,6,0,268,169,1959,427.0
12,5,0,97,67,1910,95.0
11,4,13,279,55,1355,919.0
9,1,0,52,97,535,537.0
4,3,14,86,169,1236,213.0
4,1,13,229,190,1925,353.0
4,5,9,179,90,1708,1055.0
3,7,13,84,55,910,1209.0
9,1,5,55,20,1822,577.0
8,7,13,55,281,630,2295.0
7,2,4,323,291,905,2520.0
5,1,4,201,268,945,534.0
6,6,4,229,20,2255,2130.0
7,7,5,323,89,718,1506.0
8,5,1,114,90,1126,1390.0
6,3,13,281,84,1800,1182.0
8,1,1,90,30,1033,1271.0
5,5,5,245,200,1954,861.0
4,1,12,43,293,1754,2704.0
3,7,11,223,131,1420,252.0
4,7,13,201,251,650,834.0
4,2,13,84,181,1130,293.0
3,6,11,198,156,1645,429.0
7,2,4,190,200,1500,950.0
11,3,9,201,301,2346,1189.0
12,7,3,108,200,1449,937.0
12,7,13,53,41,1525,633.0
7,7,12,181,145,1300,2556.0
4,2,11,274,291,2026,564.0
8,5,1,90,69,1219,936.0
6,5,6,285,25,1441,1501.0
5,3,13,41,246,1655,1449.0
2,3,2,246,240,2057,1133.0
1,3,1,235,279,700,1120.0
5,5,12,74,89,720,73.0
5,4,14,235,264,1809,900.0
5,4,10,86,32,1449,590.0
12,6,4,281,97,1537,1956.0
7,1,13,211,55,1205,377.0
9,2,13,204,180,600,1750.0
3,3,6,244,223,900,1386.0
12,4,4,97,156,1225,1075.0
3,7,9,8,279,1039,982.0
2,4,1,284,90,530,1316.0
7,7,4,274,302,600,422.0
2,7,13,20,70,850,447.0
10,5,8,2,246,1535,328.0
9,5,13,193,312,625,296.0
12,7,11,33,89,1540,1083.0
1,3,13,281,147,1755,1313.0
8,7,12,235,232,2005,416.0
5,1,13,179,181,1300,775.0
11,6,11,98,171,1156,83.0
7,2,1,212,246,1955,1972.0
7,6,4,20,251,835,526.0
12,7,11,103,180,639,715.0
11,7,2,43,281,1659,2588.0
5,5,8,90,16,1010,312.0
12,7,13,41,200,830,616.0
4,5,12,310,89,1610,1531.0
9,1,6,117,292,1528,988.0
7,5,14,108,161,1819,645.0
2,1,13,261,178,755,173.0
5,4,4,223,178,945,1299.0
2,7,11,293,302,1345,599.0
1,6,12,157,178,1440,1222.0
12,5,4,169,20,1452,270.0
1,5,1,69,55,1750,361.0
3,4,12,179,89,1156,628.0
7,3,2,306,291,1018,978.0
11,4,4,290,20,1047,321.0
10,7,13,181,178,1120,236.0
8,7,6,112,178,1358,259.0
12,1,12,212,109,1710,1085.0
5,5,11,332,89,850,1162.0
10,2,12,162,89,1850,977.0
10,6,12,155,43,845,413.0
9,2,13,43,55,1915,369.0
5,3,11,243,234,1810,838.0
9,7,11,257,291,1130,172.0
8,3,4,246,20,1015,1587.0
7,7,1,181,169,1350,2475.0
10,1,4,232,20,1737,821.0
8,4,12,41,235,1255,409.0
9,2,13,22,200,1550,994.0
1,3,12,89,63,956,1449.0
12,6,6,244,215,1551,1113.0
3,3,1,80,90,515,812.0
6,5,13,89,304,1830,909.0
1,6,11,74,89,1830,73.0
12,1,11,53,97,1755,241.0
4,3,4,20,199,1459,692.0
5,2,11,294,235,809,438.0
6,4,8,90,149,2230,461.0
4,4,12,235,293,1110,1846.0
12,6,13,41,246,1845,1449.0
1,2,12,293,22,845,1504.0
9,6,4,201,20,1205,404.0
7,4,2,181,125,1510,945.0
7,2,11,304,291,629,605.0
1,7,1,235,282,2039,1041.0
4,1,4,232,20,650,821.0
11,1,12,279,235,1625,1120.0
7,6,13,274,89,520,804.0
7,2,13,204,229,1400,1844.0
3,6,1,69,281,720,2077.0
11,1,9,157,55,735,1235.0
4,6,1,90,97,2041,986.0
6,6,3,224,117,2000,674.0
6,6,13,211,55,525,377.0
11,5,9,179,291,1333,867.0
12,1,12,291,109,2236,2402.0
7,2,8,246,299,1642,621.0
12,5,1,97,90,1146,986.0
9,5,12,157,246,1005,1009.0
7,4,4,293,43,715,2704.0
5,7,13,304,291,1615,605.0
1,1,12,323,154,1405,811.0
10,1,4,20,302,2225,1590.0
2,2,4,41,20,515,214.0
1,3,12,181,109,1440,2454.0
12,1,13,243,299,2110,569.0
4,7,1,246,323,1545,1788.0
10,6,4,302,199,1120,920.0
2,2,8,215,90,1531,691.0
11,4,13,204,86,1320,601.0
10,4,4,97,224,841,926.0
12,4,4,63,20,640,259.0
9,6,2,231,291,1458,1519.0
1,3,12,90,89,1651,641.0
4,4,12,108,223,915,1008.0
4,1,8,212,135,2012,710.0
7,2,1,69,337,2047,460.0
7,3,1,89,245,1206,1558.0
3,2,14,108,136,2129,594.0
8,3,5,164,200,858,971.0
4,2,13,190,203,600,725.0
1,3,11,302,180,700,590.0
7,1,1,90,212,500,1121.0
10,7,10,253,69,629,488.0
6,4,1,17,90,605,3043.0
10,5,13,2,147,1215,759.0
9,3,12,155,63,830,441.0
6,2,4,20,224,2020,425.0
7,4,12,155,178,1710,2065.0
3,6,14,190,86,1530,214.0
10,5,11,68,90,1823,164.0
11,5,1,86,212,1350,919.0
3,4,1,108,69,1932,529.0
3,6,0,223,112,859,223.0
5,7,13,304,243,1335,479.0
5,2,4,20,14,2142,853.0
8,6,13,201,224,1805,551.0
12,5,11,105,302,1252,618.0
8,7,12,245,235,1836,678.0
10,7,5,268,200,1834,534.0
4,2,13,148,84,700,239.0
4,1,6,179,64,1547,1319.0
6,1,12,235,89,504,888.0
7,2,0,20,12,855,143.0
7,5,4,110,291,145,1533.0
2,1,1,162,180,1700,1814.0
5,5,9,108,282,759,1569.0
1,2,13,201,20,1025,404.0
7,2,4,42,302,1313,290.0
9,3,2,287,17,815,626.0
10,1,2,124,291,1148,224.0
7,7,10,80,69,1340,335.0
9,3,1,235,246,1057,1440.0
4,2,12,108,235,700,719.0
7,2,10,69,332,1622,177.0
11,7,11,293,261,1040,421.0
12,4,11,246,104,1335,347.0
7,3,12,43,154,530,413.0
1,6,4,200,223,1050,393.0
7,2,4,243,223,1357,1426.0
2,3,1,69,83,917,416.0
6,1,0,119,223,1325,196.0
5,1,8,90,77,1636,354.0
7,1,13,211,55,1825,377.0
11,3,9,116,253,705,525.0
10,2,13,148,89,1630,883.0
3,5,2,240,246,810,1133.0
5,3,5,204,268,1209,632.0
11,1,1,41,90,631,631.0
9,7,11,63,97,550,667.0
5,5,12,108,20,1900,746.0
7,2,13,80,55,1705,430.0
6,2,1,235,189,1210,733.0
2,2,9,90,117,1710,1119.0
11,5,11,144,223,1737,174.0
8,6,13,27,41,1540,852.0
8,3,14,53,189,630,292.0
10,4,6,103,178,2252,583.0
2,5,14,190,70,1132,479.0
6,6,5,231,89,1829,495.0
1,1,14,190,326,1829,1231.0
2,3,12,235,80,2005,264.0
10,4,13,84,299,655,1450.0
3,1,13,204,89,1915,895.0
11,6,8,212,80,1450,948.0
3,1,13,204,200,740,990.0
10,1,13,148,197,1640,441.0
6,7,5,96,200,1932,1141.0
7,5,1,69,276,2235,573.0
2,5,13,229,243,1955,543.0
9,2,10,69,253,2029,488.0
7,1,13,204,53,2050,468.0
8,7,11,243,299,610,569.0
9,4,1,242,90,630,1102.0
1,4,4,149,20,1259,780.0
1,1,1,327,90,1650,813.0
1,6,11,122,89,1425,313.0
8,3,0,216,20,1225,448.0
12,4,4,179,97,1148,1749.0
1,5,12,22,156,935,140.0
7,3,3,226,189,1720,175.0
8,6,10,245,283,1846,629.0
11,4,12,235,14,1835,723.0
5,1,12,293,251,833,2254.0
8,1,13,2,54,1600,672.0
8,2,14,108,136,1450,594.0
8,6,2,108,293,900,2565.0
5,2,13,234,178,1630,197.0
11,2,0,170,236,1430,290.0
2,7,13,86,231,1540,1158.0
2,3,1,245,178,1825,2176.0
11,1,13,191,304,1940,387.0
2,1,2,179,291,1907,867.0
3,2,13,84,22,1820,189.0
1,4,11,112,180,615,209.0
7,6,2,20,291,700,2182.0
5,7,1,90,57,1945,922.0
10,7,4,124,302,1715,546.0
7,3,2,291,232,1850,1368.0
8,2,4,328,97,620,207.0
8,3,1,245,180,1033,2402.0
3,6,14,190,110,859,1207.0
7,1,13,164,55,1735,220.0
1,2,12,235,293,1825,1846.0
2,2,5,204,20,1810,591.0
9,5,13,84,20,1930,721.0
8,4,13,281,89,1515,853.0
6,6,10,203,69,1032,413.0
2,6,9,116,268,700,680.0
3,5,13,246,203,1955,1444.0
8,5,4,190,235,835,733.0
12,3,0,297,20,825,551.0
